roster_year,player_number,first_name,last_name,year,position1,height,weight,home_town,state_or_country,high_school,alternative_school,college,college_league,bio_link,is_starter,accolade
2009,9,Brooks,Duff,Junior,Forward,5'9,165,Evans,GA,Greenbrier,,Furman University,SOUTHERN,http://www.furmanpaladins.com/sports/m-soccer/mtt/brown_jacob00.html,N,
2010,9,Brooks,Duff,Senior,Forward,5'9,165,Evans,GA,Greenbrier,,Furman University,SOUTHERN,http://www.furmanpaladins.com/sports/m-soccer/2010-11/bios/valko_maros_ono6,N,
2016,10,Bruno,Lapa,Freshman,Midfielder,5'9,155,Curitiba,Brazil,Montverde Academy (Fla.),,Wake Forest University,ATLANTIC COAST,https://godeacs.com/roster.aspx?rp_id=2318,,
2017,10,Bruno,Lapa,Sophomore,Midfielder,5'9,155,Curitiba,Brazil,Montverde Academy (Fla.),,Wake Forest University,ATLANTIC COAST,https://godeacs.com/roster.aspx?rp_id=2290,,
2018,10,Bruno,Lapa,Junior,Midfielder,5'9,155,Curitiba,Brazil,Montverde Academy (Fla.),,Wake Forest University,ATLANTIC COAST,https://godeacs.com/roster.aspx?rp_id=4784,Y,
2014,3,Bruno,Scodari,Freshman,Defender,5'11,160,Silver Spring,MD,Gonzaga College,,Colgate University,PATRIOT,https://gocolgateraiders.com/roster.aspx?rp_id=6281,Y,
2015,3,Bruno,Scodari,Sophomore,Defender,5'11,160,Silver Spring,MD,Gonzaga College,,Colgate University,PATRIOT,https://gocolgateraiders.com/roster.aspx?rp_id=7002,Y,
2016,3,Bruno,Scodari,Junior,Defender,5'11,160,Silver Spring,MD,Gonzaga College,,Colgate University,PATRIOT,https://gocolgateraiders.com/roster.aspx?rp_id=7876,N,
2017,3,Bruno,Scodari,Senior,Defender,5'11,160,Silver Spring,MD,Gonzaga College,,Colgate University,PATRIOT,https://gocolgateraiders.com/roster.aspx?rp_id=8664,Y,
2007,,Bryan,Connolly,Sophomore,Midfielder,5'10,170,Brookville,OH,Brookville High School,,Army West Point,PATRIOT,https://goarmywestpoint.com/roster.aspx?rp_id=3051&path=msoc,,
2008,6,Bryan,Connolly,Junior,Midfielder,5'10,170,Brookville,OH,Brookville High School,,Army West Point,PATRIOT,https://goarmywestpoint.com/roster.aspx?rp_id=3021&path=msoc,Y,
2009,6,Bryan,Connolly,Senior,Midfielder,5'10,170,Brookville,OH,Brookville High School,,Army West Point,PATRIOT,https://goarmywestpoint.com/roster.aspx?rp_id=2995&path=msoc,Y,
2015,15,Bryan,Da Silva,Freshman,Forward,5'11,167,Howell,NJ,Marlboro,,Bucknell University,PATRIOT,https://bucknellbison.com/roster.aspx?rp_id=1919,,
2008,26,Bryan,Eddy,Freshman,Forward,6'1,165,Duluth,GA,The Marist School,,Wofford College,SOUTHERN,https://woffordterriers.com/roster.aspx?rp_id=1365,N,
2009,26,Bryan,Eddy,Sophomore,Forward,6'1,165,Duluth,GA,The Marist School,,Wofford College,SOUTHERN,https://woffordterriers.com/roster.aspx?rp_id=1719,N,
2010,26,Bryan,Eddy,Junior,Forward,6'1,165,Duluth,GA,The Marist School,,Wofford College,SOUTHERN,https://woffordterriers.com/roster.aspx?rp_id=2124,,
2011,26,Bryan,Eddy,Senior,Forward,6'1,165,Duluth,GA,The Marist School,,Wofford College,SOUTHERN,https://woffordterriers.com/roster.aspx?rp_id=2561,Y,
2007,6,Bryan,Giudicelli,Freshman,Defender,6'1,175,Emerald Hills,CA,St. Francis,,Dartmouth College,IVY,https://dartmouthsports.com/roster.aspx?rp_id=4255,Y,
2008,6,Bryan,Giudicelli,Sophomore,Defender,6'1,175,Emerald Hills,CA,St. Francis,,Dartmouth College,IVY,https://dartmouthsports.com/roster.aspx?rp_id=5189,Y,Honorable Mention
2009,6,Bryan,Giudicelli,Junior,Defender,6'1,175,Emerald Hills,CA,St. Francis,,Dartmouth College,IVY,https://dartmouthsports.com/roster.aspx?rp_id=6428,Y,
2010,6,Bryan,Giudicelli,Senior,Defender,6'1,175,Emerald Hills,CA,St. Francis,,Dartmouth College,IVY,https://dartmouthsports.com/roster.aspx?rp_id=7177,Y,Honorable Mention
2015,26,Bryan,Missana,Freshman,Midfielder,6'0,165,Tampa,FL,Shattuck St. Mary's,,SMU,AMERICAN ATHLETIC,https://smumustangs.com/roster.aspx?rp_id=2525,,
2006,15,Bryan,Park,Freshman,Forward,5'8,150,Rancho Palos Verdes,CA,Palos Verdes,,Dartmouth College,IVY,https://dartmouthsports.com/roster.aspx?rp_id=3238,,
2010,26,Bryan,Park,Junior,Midfielder,5'8,165,Rancho Palos Verdes,CA,Palos Verdes,,Dartmouth College,IVY,https://dartmouthsports.com/roster.aspx?rp_id=7191,,
2009,13,Bryan,Ponce,Freshman,Defender,5'9,168,Santa Ana,CA,Mater Dei,,SMU,AMERICAN ATHLETIC,https://smumustangs.com/roster.aspx?rp_id=2679,,
2015,33,Bryan,Prudil,Freshman,Midfielder,5'10,155,Northville,MI,home schooled,,Princeton University,IVY,https://goprincetontigers.com/roster.aspx?rp_id=9822,N,
2016,33,Bryan,Prudil,Sophomore,Midfielder,5'10,150,Northville,MI,home schooled,,Princeton University,IVY,https://goprincetontigers.com/roster.aspx?rp_id=10441,N,
2017,33,Bryan,Prudil,Junior,Midfielder,5'10,160,Northville,MI,home schooled,,Princeton University,IVY,https://goprincetontigers.com/roster.aspx?rp_id=11680,N,
2018,33,Bryan,Prudil,Senior,Midfielder,5'10,160,Northville,MI,home schooled,,Princeton University,IVY,https://goprincetontigers.com/roster.aspx?rp_id=14773,Y,
2018,12,Bryan,Silver,Freshman,Midfielder,6'1,150,Herndon,VA,Oakton,,University of Notre Dame,ATLANTIC COAST,https://und.com/roster.aspx?rp_id=4743,,
2010,13,Bryan,White,Freshman,Midfielder,5'10,160,Highland Village,TX,Marcus High School,,Lafayette College,PATRIOT,https://www.goleopards.com/roster.aspx?rp_id=3342,N,
2011,13,Bryan,White,Sophomore,Midfielder,5'10,160,Highland Village,TX,Marcus High School,,Lafayette College,PATRIOT,https://www.goleopards.com/roster.aspx?rp_id=3303,N,
2012,4,Bryan,White,Junior,Midfielder,5'10,160,Highland Village,TX,Marcus High School,,Lafayette College,PATRIOT,https://www.goleopards.com/roster.aspx?rp_id=3266,N,
2013,4,Bryan,White,Senior,Midfielder,5'10,156,Highland Village,TX,Marcus High School,,Lafayette College,PATRIOT,https://www.goleopards.com/roster.aspx?rp_id=3238,N,
2013,17,Bryan,Windsor,Freshman,Midfielder,5'8,135,Boulder,CO,Fairview High School,,Princeton University,IVY,https://goprincetontigers.com/roster.aspx?rp_id=9748,N,
2014,17,Bryan,Windsor,Sophomore,Midfielder,5'8,135,Boulder,CO,Fairview High School,,Princeton University,IVY,https://goprincetontigers.com/roster.aspx?rp_id=9780,N,
2015,17,Bryan,Windsor,Junior,Midfielder,5'8,135,Boulder,CO,Fairview High School,,Princeton University,IVY,https://goprincetontigers.com/roster.aspx?rp_id=9828,N,
2016,17,Bryan,Windsor,Senior,Midfielder,5'8,150,Boulder,CO,Fairview High School,,Princeton University,IVY,https://goprincetontigers.com/roster.aspx?rp_id=10446,N,
2009,15,Bryan,Yasukochi,Freshman,Back,5'9,,Newport Beach,CA,Corona del Mar High School,,University of Pennsylvania,IVY,https://pennathletics.com/roster.aspx?rp_id=7234,,
2010,15,Bryan,Yasukochi,Sophomore,Back,5'9,,Newport Beach,CA,Corona del Mar High School,,University of Pennsylvania,IVY,https://pennathletics.com/roster.aspx?rp_id=8689,N,
2011,15,Bryan,Yasukochi,Junior,Back,5'9,,Newport Beach,CA,Corona del Mar High School,,University of Pennsylvania,IVY,https://pennathletics.com/roster.aspx?rp_id=2220,N,
2012,15,Bryan,Yasukochi,Senior,Back,5'9,,Newport Beach,CA,Corona del Mar High School,,University of Pennsylvania,IVY,https://pennathletics.com/roster.aspx?rp_id=2237,Y,
2014,22,Bryce,Clark,Freshman,Midfielder,5'8,160,Los Gatos,CA,Los Gatos,,SMU,AMERICAN ATHLETIC,https://smumustangs.com/roster.aspx?rp_id=2550,,
2015,22,Bryce,Clark,Sophomore,Midfielder,5'8,160,Los Gatos,CA,Los Gatos,,SMU,AMERICAN ATHLETIC,https://smumustangs.com/roster.aspx?rp_id=2522,Y,
2016,22,Bryce,Clark,Junior,Midfielder,5'8,160,Los Gatos,CA,Los Gatos,,SMU,AMERICAN ATHLETIC,https://smumustangs.com/roster.aspx?rp_id=4249,Y,
2017,22,Bryce,Clark,Senior,Midfielder,5'8,160,Los Gatos,CA,Los Gatos,,SMU,AMERICAN ATHLETIC,https://smumustangs.com/roster.aspx?rp_id=4797,Y,
2015,26,Bryce,Ferguson,Freshman,Midfielder,5'10,160,Mill Valley,CA,The Branson School,,Harvard University,IVY,https://www.gocrimson.com/sports/msoc/2015-16/bios/ferguson_bryce_czaw,,
2014,29,Bryce,Marion,Freshman,Forward,5'7,141,Cypress,TX,Cypress Ranch High School,,Stanford University,PAC-12,https://gostanford.com/roster.aspx?rp_id=6917,N,
2015,29,Bryce,Marion,Sophomore,Forward,5'7,141,Cypress,TX,Cypress Ranch High School,,Stanford University,PAC-12,https://gostanford.com/roster.aspx?rp_id=7020,N,
2016,7,Bryce,Marion,Junior,Midfielder,5'8,143,Cypress,TX,Cypress Ranch High School,,Stanford University,PAC-12,https://gostanford.com/roster.aspx?rp_id=7049,Y,Honorable Mention
2017,7,Bryce,Marion,Senior,Midfielder,5'8,146,Cypress,TX,Cypress Ranch High School,,Stanford University,PAC-12,https://gostanford.com/roster.aspx?rp_id=11634,Y,
2012,3,Bryce,Terrill,Freshman,Defender,5'10,145,Scottsdale,AZ,Desert Mountain High School,,Columbia University,IVY,https://gocolumbialions.com/roster.aspx?rp_id=6296,,
2013,3,Bryce,Terrill,Sophomore,Defender,5'10,145,Scottsdale,AZ,Desert Mountain High School,,Columbia University,IVY,https://gocolumbialions.com/roster.aspx?rp_id=6809,,
2014,3,Bryce,Terrill,Junior,Defender,5'10,145,Scottsdale,AZ,Desert Mountain High School,,Columbia University,IVY,https://gocolumbialions.com/roster.aspx?rp_id=7192,,
2015,3,Bryce,Terrill,Senior,Defender,5'10,145,Scottsdale,AZ,Desert Mountain High School,,Columbia University,IVY,https://gocolumbialions.com/roster.aspx?rp_id=7680,,
2010,9,Caleb,Downey,Freshman,Midfielder,6'1,165,Evergreen,CO,Home School,,Air Force Academy,WAC,https://goairforcefalcons.com/roster.aspx?rp_id=3542,,
2011,6,Caleb,Downey,Sophomore,Midfielder,6'1,170,Evergreen,CO,Home School,,Air Force Academy,WAC,https://goairforcefalcons.com/roster.aspx?rp_id=3514,,
2012,6,Caleb,Downey,Junior,Defender,6'1,175,Evergreen,CO,Home School,,Air Force Academy,WAC,https://goairforcefalcons.com/roster.aspx?rp_id=3490,,
2013,6,Caleb,Downey,Senior,Defender,6'1,175,Evergreen,CO,Home School,,Air Force Academy,WAC,https://goairforcefalcons.com/roster.aspx?rp_id=3464,,First Team
2017,7,Caleb,McAuslan,Freshman,Midfielder,5'7,145,Everett,WA,Archbishop Murphy High School,,Cornell University,IVY,https://cornellbigred.com/roster.aspx?rp_id=43879&path=msoccer,,
2018,7,Caleb,McAuslan,Sophomore,Midfielder,5'7,145,Everett,WA,Archbishop Murphy High School,,Cornell University,IVY,https://cornellbigred.com/roster.aspx?rp_id=48145&path=msoccer,Y,
2015,8,Caleb,Smith,Freshman,Midfielder,5'9,135,Arlington,TX,Arlington Martin High School,,SMU,AMERICAN ATHLETIC,https://smumustangs.com/roster.aspx?rp_id=2509,Y,All-Rookie Team
2016,8,Caleb,Smith,Sophomore,Midfielder,5'9,135,Arlington,TX,Arlington Martin High School,,SMU,AMERICAN ATHLETIC,https://smumustangs.com/roster.aspx?rp_id=4262,N,
2017,8,Caleb,Smith,Junior,Midfielder,5'9,135,Arlington,TX,Arlington Martin High School,,SMU,AMERICAN ATHLETIC,https://smumustangs.com/roster.aspx?rp_id=4811,Y,
2018,8,Caleb,Smith,Senior,Midfielder,5'9,147,Arlington,TX,Arlington Martin High School,,SMU,AMERICAN ATHLETIC,https://smumustangs.com/roster.aspx?rp_id=9437,Y,
2009,22,Caleb,Suri,Junior,Midfielder,6'0,155,Atlanta,GA,Dominion Christian Schools,,Furman University,SOUTHERN,http://www.furmanpaladins.com/sports/m-soccer/mtt/brown_jacob00.html,N,
2010,22,Caleb,Suri,Senior,Midfielder,6'0,155,Atlanta,GA,Dominion Christian Schools,,Furman University,SOUTHERN,http://www.furmanpaladins.com/sports/m-soccer/2010-11/bios/valko_maros_ono6,N,
2008,21,Caleb,Taylor,Sophomore,Midfielder,5'10,151,Newport News,VA,Denbigh Baptist High School,,Air Force Academy,WAC,https://goairforcefalcons.com/roster.aspx?rp_id=3604,,
2008,3,Caleb,Thomas,Freshman,Midfielder,6'5,175,Virginia Beach,VA,Frank W. Cox High School,,College of William & Mary,COLONIAL ATHLETIC ASSOCIATION,https://tribeathletics.com/roster.aspx?rp_id=4736&path=msoc,,
2009,3,Caleb,Thomas,Freshman,Midfielder,6'5,175,Virginia Beach,VA,Frank W. Cox High School,,College of William & Mary,COLONIAL ATHLETIC ASSOCIATION,https://tribeathletics.com/roster.aspx?rp_id=643&path=msoc,N,Rookie Team
2010,3,Caleb,Thomas,Sophomore,Midfielder,6'5,175,Virginia Beach,VA,Frank W. Cox High School,,College of William & Mary,COLONIAL ATHLETIC ASSOCIATION,https://tribeathletics.com/roster.aspx?rp_id=5424&path=msoc,N,
2011,3,Caleb,Thomas,Junior,Midfielder,6'5,185,Virginia Beach,VA,Frank W. Cox High School,,College of William & Mary,COLONIAL ATHLETIC ASSOCIATION,https://tribeathletics.com/roster.aspx?rp_id=3927&path=msoc,,
2013,0,Caleb,Underwood,Freshman,Goalkeeper,6'0,175,Flower Mound,TX,Marcus High School,,SMU,AMERICAN ATHLETIC,https://smumustangs.com/roster.aspx?rp_id=2585,,
2014,0,Caleb,Underwood,Sophomore,Goalkeeper,6'0,175,Flower Mound,TX,Marcus High School,,SMU,AMERICAN ATHLETIC,https://smumustangs.com/roster.aspx?rp_id=2531,,
2015,18,Caleb,Underwood,Sophomore,Goalkeeper,6'0,175,Flower Mound,TX,Marcus High School,,SMU,AMERICAN ATHLETIC,https://smumustangs.com/roster.aspx?rp_id=2518,,
2016,18,Callum,Johnson,Freshman,Midfielder,5'9,155,New York,NY,,New York Red Bulls Academy,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=8681,Y,
2017,10,Callum,Johnson,Sophomore,Midfielder,5'9,155,New York,NY,,New York Red Bulls Academy,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=9587,Y,
2018,10,Callum,Johnson,Junior,Midfielder,5'9,155,New York,NY,,New York Red Bulls Academy,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=10323,N,
2015,4,Calum,Bishop,Freshman,Defender,6'1,,Lake Forest,IL,,Lake Forest Academy,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=10747,N,
2016,5,Calum,Bishop,Sophomore,Defender,6'1,,Lake Forest,IL,,Lake Forest Academy,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=11615,,
2015,5,Camden,Buescher,Freshman,Midfielder,5'8,155,Toledo,OH,St. John's Jesuit,,Northwestern University,BIG TEN,https://nusports.com/roster.aspx?rp_id=4390&path=msoc,Y,
2016,5,Camden,Buescher,Sophomore,Midfielder,5'8,155,Toledo,OH,St. John's Jesuit,,Northwestern University,BIG TEN,https://nusports.com/roster.aspx?rp_id=4751&path=msoc,Y,
2017,5,Camden,Buescher,Junior,Midfielder,5'8,155,Toledo,OH,St. John's Jesuit,,Northwestern University,BIG TEN,https://nusports.com/roster.aspx?rp_id=5416&path=msoc,Y,
2018,6,Camden,Buescher,Senior,Midfielder,5'8,155,Toledo,OH,St. John's Jesuit,,Northwestern University,BIG TEN,https://nusports.com/roster.aspx?rp_id=8096&path=msoc,Y,
2013,25,Cameron,Chesnutt,Freshman,Defender,6'2,175,Portland,OR,Jesuit,,Stanford University,PAC-12,https://gostanford.com/roster.aspx?rp_id=6727,,
2010,15,Cameron,Coppola,Freshman,Forward,5'10,155,Louisville,KY,St. Xavier,,Loyola University Maryland,PATRIOT,https://loyolagreyhounds.com/roster.aspx?rp_id=2324,,
2011,11,Cameron,Coppola,Sophomore,Forward,5'10,155,Louisville,KY,St. Xavier,,Loyola University Maryland,PATRIOT,https://loyolagreyhounds.com/roster.aspx?rp_id=2290,N,
2013,14,Cameron,Duley,Freshman,Midfielder,6'1,170,Roswell,GA,Roswell,,Air Force Academy,WAC,https://goairforcefalcons.com/roster.aspx?rp_id=3472,,
2014,14,Cameron,Duley,Sophomore,Midfielder,6'1,170,Roswell,GA,Roswell,,Air Force Academy,WAC,https://goairforcefalcons.com/roster.aspx?rp_id=3443,Y,
2015,14,Cameron,Duley,Junior,Defender,6'1,170,Roswell,GA,Roswell,,Air Force Academy,WAC,https://goairforcefalcons.com/roster.aspx?rp_id=3404,,
2016,14,Cameron,Duley,Senior,Defender,6'1,190,Roswell,GA,Roswell,,Air Force Academy,WAC,https://goairforcefalcons.com/roster.aspx?rp_id=3366,Y,First Team
2006,26,Cameron,Holm,Freshman,Midfielder,5'9,157,Kailua,HI,Hawaii Baptist Academy,,SMU,AMERICAN ATHLETIC,https://smumustangs.com/roster.aspx?rp_id=2784,,
2007,4,Cameron,Holm,Freshman,Midfielder,5'9,160,Kailua,HI,Hawaii Baptist Academy,,SMU,AMERICAN ATHLETIC,https://smumustangs.com/roster.aspx?rp_id=2738,,
2008,30,Cameron,Jarvis,Freshman,Defender,6'3,180,Pleasant Hill,CA,De La Salle High School,,Army West Point,PATRIOT,https://goarmywestpoint.com/roster.aspx?rp_id=3030&path=msoc,N,
2009,30,Cameron,Jarvis,Sophomore,Defender,6'3,180,Pleasant Hill,CA,De La Salle High School,,Army West Point,PATRIOT,https://goarmywestpoint.com/roster.aspx?rp_id=3001&path=msoc,N,
2010,24,Cameron,Jarvis,Junior,Defender,6'3,180,Pleasant Hill,CA,De La Salle High School,,Army West Point,PATRIOT,https://goarmywestpoint.com/roster.aspx?rp_id=2972&path=msoc,Y,
2011,7,Cameron,Jarvis,Senior,Forward,6'2,176,Pleasant Hill,CA,De La Salle High School,,Army West Point,PATRIOT,https://goarmywestpoint.com/roster.aspx?rp_id=2944&path=msoc,N,
2013,20,Cameron,Kirdzik,Freshman,Forward,6'0,180,Flemington,NJ,The Pingry School,,Yale University,IVY,http://www.yalebulldogs.com/sports/m-soccer/2013-14/bios/albrecht_henry_x63h,Y,Second Team
2014,20,Cameron,Kirdzik,Sophomore,Forward,6'0,180,Flemington,NJ,The Pingry School,,Yale University,IVY,http://www.yalebulldogs.com/sports/m-soccer/2014-15/bios/albrecht_henry_pjjd,Y,
2015,20,Cameron,Kirdzik,Junior,Forward,6'0,180,Flemington,NJ,The Pingry School,,Yale University,IVY,http://www.yalebulldogs.com/sports/m-soccer/2015-16/bios/albrecht_henry_dzah,N,
2015,25,Cameron,Mardan,Freshman,Defender,6'0,170,Irvine,CA,Northwood,,Northwestern University,BIG TEN,https://nusports.com/roster.aspx?rp_id=4392&path=msoc,,
2016,25,Cameron,Mardan,Freshman,Defender,6'0,170,Irvine,CA,Northwood,,Northwestern University,BIG TEN,https://nusports.com/roster.aspx?rp_id=4758&path=msoc,N,
2017,25,Cameron,Mardan,Junior,Defender,6'0,170,Irvine,CA,Northwood,,Northwestern University,BIG TEN,https://nusports.com/roster.aspx?rp_id=5421&path=msoc,,
2009,14,Cameron,Mathis,Freshman,Midfielder,5'9,,Litchfield,CT,Hotchkiss/Taft,,University of Pennsylvania,IVY,https://pennathletics.com/roster.aspx?rp_id=7231,,
2012,26,Cameron,McCaslin,Freshman,Midfielder,6'3,185,Arvada,CO,Faith Christian Academy,,Colgate University,PATRIOT,https://gocolgateraiders.com/roster.aspx?rp_id=4788,N,
2013,26,Cameron,McCaslin,Sophomore,Midfielder,6'3,185,Arvada,CO,Faith Christian Academy,,Colgate University,PATRIOT,https://gocolgateraiders.com/roster.aspx?rp_id=5482,N,
2014,5,Cameron,Moseley,Freshman,Midfielder,6'4,195,Duluth,GA,Woodward Academy,,Duke University,ATLANTIC COAST,http://www.goduke.com/ViewArticle.dbml?ATCLID=209535764&DB_OEM_ID=4200&Q_SEASON=2014,Y,All-Freshman Team
2015,5,Cameron,Moseley,Sophomore,Midfielder,6'4,195,Duluth,GA,Woodward Academy,,Duke University,ATLANTIC COAST,http://www.goduke.com/ViewArticle.dbml?ATCLID=209535764&DB_OEM_ID=4200&Q_SEASON=2015,N,
2016,6,Cameron,Moseley,Junior,Midfielder,6'4,208,Duluth,GA,Woodward Academy,,Duke University,ATLANTIC COAST,http://www.goduke.com/ViewArticle.dbml?ATCLID=209535764&DB_OEM_ID=4200&Q_SEASON=2016,N,
2017,6,Cameron,Moseley,Senior,Midfielder,6'4,208,Duluth,GA,Woodward Academy,,Duke University,ATLANTIC COAST,http://www.goduke.com/ViewArticle.dbml?ATCLID=209535764&DB_OEM_ID=4200&Q_SEASON=2017,Y,
2012,7,Cameron,Niccum,Freshman,Defender,6'3,180,Austin,TX,Lake Travis,,Army West Point,PATRIOT,https://goarmywestpoint.com/roster.aspx?rp_id=2917&path=msoc,Y,
2013,7,Cameron,Niccum,Sophomore,Defender,6'3,180,Austin,TX,Lake Travis,,Army West Point,PATRIOT,https://goarmywestpoint.com/roster.aspx?rp_id=2891&path=msoc,Y,Third Team
2014,7,Cameron,Niccum,Junior,Defender,6'4,185,Austin,TX,Lake Travis,,Army West Point,PATRIOT,https://goarmywestpoint.com/roster.aspx?rp_id=2867&path=msoc,Y,
2015,7,Cameron,Niccum,Senior,Defender,6'4,187,Austin,TX,Lake Travis,,Army West Point,PATRIOT,https://goarmywestpoint.com/roster.aspx?rp_id=7224&path=msoc,Y,Second Team
2017,22,Cameron,Okoro,Freshman,Defender,5'11,165,Weston,CT,Weston,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,https://nuhuskies.com/roster.aspx?rp_id=4833,N,
2009,18,Cameron,Omsberg,Freshman,Midfielder,6'1,,Belgrade,ME,,Messalonskee,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=5634,N,
2010,18,Cameron,Omsberg,Sophomore,Midfielder,6'1,,Belgrade,ME,,Messalonskee,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=6579,Y,
2011,18,Cameron,Omsberg,Junior,Midfielder,6'1,,Belgrade,ME,,Messalonskee,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=579,Y,Second Team
2012,18,Cameron,Omsberg,Senior,Midfielder,6'1,,Belgrade,ME,,Messalonskee,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=4029,Y,
2009,3,Cameron,Petty,Senior,Defender,5'11,185,Woodbridge,VA,Osbourn Park,,American University,PATRIOT,http://www.aueagles.com/sports/m-soccer/2009-10/bios/abaie_zach,Y,
2011,13,Cameron,Porter,Freshman,Forward,6'0,165,Centerville,OH,Miami Valley,,Princeton University,IVY,https://goprincetontigers.com/roster.aspx?rp_id=9595,Y,
2012,13,Cameron,Porter,Sophomore,Forward,6'0,165,Centerville,OH,Miami Valley,,Princeton University,IVY,https://goprincetontigers.com/roster.aspx?rp_id=9694,Y,Second Team
2013,13,Cameron,Porter,Junior,Forward,6'1,175,Centerville,OH,Miami Valley,,Princeton University,IVY,https://goprincetontigers.com/roster.aspx?rp_id=9738,Y,First Team
2014,13,Cameron,Porter,Senior,Forward,6'1,175,Centerville,OH,Miami Valley,,Princeton University,IVY,https://goprincetontigers.com/roster.aspx?rp_id=9770,Y,First Team
