roster_year,player_number,first_name,last_name,year,position1,height,weight,home_town,state_or_country,high_school,alternative_school,college,college_league,bio_link,is_starter,accolade
2012,6,Brendan,McSherry,Freshman,Midfielder,5'9,145,Freehold,NJ,Peddie School,,Princeton University,IVY,https://goprincetontigers.com/roster.aspx?rp_id=9689,N,
2013,6,Brendan,McSherry,Sophomore,Midfielder,5'9,160,Freehold,NJ,Peddie School,,Princeton University,IVY,https://goprincetontigers.com/roster.aspx?rp_id=9733,Y,
2014,6,Brendan,McSherry,Junior,Midfielder,5'9,160,Freehold,NJ,Peddie School,,Princeton University,IVY,https://goprincetontigers.com/roster.aspx?rp_id=9767,Y,First Team
2015,6,Brendan,McSherry,Senior,Midfielder,5'10,160,Freehold,NJ,Peddie School,,Princeton University,IVY,https://goprincetontigers.com/roster.aspx?rp_id=9817,Y,
2017,28,Brendan,Mulligan,Freshman,Midfielder,,170,Princeton Jct.,NJ,Peddie School,,Lafayette College,PATRIOT,https://www.goleopards.com/roster.aspx?rp_id=3149,,
2009,15,Brendan,O'Hearn,Freshman,Defender,6'1,175,Cave Creek,AZ,Cactus Shadows High School,,Columbia University,IVY,https://gocolumbialions.com/roster.aspx?rp_id=4178,,
2010,15,Brendan,O'Hearn,Sophomore,Defender,6'1,175,Cave Creek,AZ,Cactus Shadows High School,,Columbia University,IVY,https://gocolumbialions.com/roster.aspx?rp_id=5070,N,
2011,15,Brendan,O'Hearn,Junior,Defender,6'1,175,Cave Creek,AZ,Cactus Shadows High School,,Columbia University,IVY,https://gocolumbialions.com/roster.aspx?rp_id=5678,N,
2012,15,Brendan,O'Hearn,Senior,Defender,6'1,175,Cave Creek,AZ,Cactus Shadows High School,,Columbia University,IVY,https://gocolumbialions.com/roster.aspx?rp_id=6278,,
2014,6,Brendan,Richardson,Freshman,Defender,6'0,165,Victoria,Australia,Caulfield Grammar School,,Furman University,SOUTHERN,http://www.furmanpaladins.com/sports/m-soccer/2014-15/bios/allardice_brady_la5b,N,
2015,6,Brendan,Richardson,Sophomore,Defender,6'0,165,Victoria,Australia,Caulfield Grammar School,,Furman University,SOUTHERN,http://www.furmanpaladins.com/sports/m-soccer/2015-16/bios/lissek_sven_z5cb,N,
2016,6,Brendan,Richardson,Junior,Defender,6'0,165,Victoria,Australia,Caulfield Grammar School,,Furman University,SOUTHERN,http://www.furmanpaladins.com/sports/m-soccer/2016-17/bios/fisher_max_p3v6,N,
2017,6,Brendan,Richardson,Senior,Defender,6'0,165,Victoria,Australia,Caulfield Grammar School,,Furman University,SOUTHERN,http://www.furmanpaladins.com/sports/m-soccer/2017-18/bios/fisher_max_v3ye,,
2016,27,Brendan,Weigley,Freshman,Defender,5'11,160,Safety Harbor,FL,East Lake High School,,Furman University,SOUTHERN,http://www.furmanpaladins.com/sports/m-soccer/2016-17/bios/fisher_max_p3v6,N,
2017,27,Brendan,Weigley,Sophomore,Defender,5'11,160,Safety Harbor,FL,East Lake High School,,Furman University,SOUTHERN,http://www.furmanpaladins.com/sports/m-soccer/2017-18/bios/fisher_max_v3ye,N,
2018,4,Brendan,Weigley,Junior,Defender,5'11,160,Safety Harbor,FL,East Lake High School,,Furman University,SOUTHERN,http://www.furmanpaladins.com/sports/m-soccer/2018-19/bios/fisher_max_oo32,N,
2012,2,Brenden,Lee,Freshman,Defender,5'6,139,Frisco,TX,Centennial High School,,SMU,AMERICAN ATHLETIC,https://smumustangs.com/roster.aspx?rp_id=2598,,
2013,17,Brenden,Lee,Sophomore,Defender,5'6,139,Frisco,TX,Centennial High School,,SMU,AMERICAN ATHLETIC,https://smumustangs.com/roster.aspx?rp_id=2571,,
2014,17,Brenden,Lee,Junior,Defender,5'6,139,Frisco,TX,Centennial High School,,SMU,AMERICAN ATHLETIC,https://smumustangs.com/roster.aspx?rp_id=2546,,
2015,17,Brenden,Lee,Junior,Defender,5'6,139,Frisco,TX,Centennial High School,,SMU,AMERICAN ATHLETIC,https://smumustangs.com/roster.aspx?rp_id=2517,Y,
2016,25,Brenden,Lee,Senior,Defender,5'6,139,Frisco,TX,Centennial High School,,SMU,AMERICAN ATHLETIC,https://smumustangs.com/roster.aspx?rp_id=4257,N,
2013,22,Brennan,Branca,Freshman,Midfielder,5'7,175,Darien,CT,Darien High School,,Columbia University,IVY,https://gocolumbialions.com/roster.aspx?rp_id=6778,,
2014,22,Brennan,Branca,Sophomore,Midfielder,5'7,175,Darien,CT,Darien High School,,Columbia University,IVY,https://gocolumbialions.com/roster.aspx?rp_id=7176,,
2015,22,Brennan,Branca,Junior,Midfielder,5'7,175,Darien,CT,Darien High School,,Columbia University,IVY,https://gocolumbialions.com/roster.aspx?rp_id=7646,,
2016,22,Brennan,Branca,Senior,Midfielder,5'7,175,Darien,CT,Darien High School,,Columbia University,IVY,https://gocolumbialions.com/roster.aspx?rp_id=7964,,
2013,17,Brennan,Goldsmith,Freshman,Forward,5'10,132,Lancaster,PA,Hempfield,,Loyola University Maryland,PATRIOT,https://loyolagreyhounds.com/roster.aspx?rp_id=2244,N,
2014,17,Brennan,Goldsmith,Sophomore,Midfielder,5'10,132,Lancaster,PA,Hempfield,,Loyola University Maryland,PATRIOT,https://loyolagreyhounds.com/roster.aspx?rp_id=2218,Y,
2015,17,Brennan,Goldsmith,Junior,Midfielder,5'10,150,Lancaster,PA,Hempfield,,Loyola University Maryland,PATRIOT,https://loyolagreyhounds.com/roster.aspx?rp_id=2189,Y,
2016,17,Brennan,Goldsmith,Senior,Midfielder,5'10,150,Lancaster,PA,Hempfield,,Loyola University Maryland,PATRIOT,https://loyolagreyhounds.com/roster.aspx?rp_id=2170,Y,
2009,12,Brennan,Randel,Freshman,Forward,5'6,155,Shreveport,LA,Captain Shreve High School,,Army West Point,PATRIOT,https://goarmywestpoint.com/roster.aspx?rp_id=3011&path=msoc,N,
2010,12,Brennan,Randel,Sophomore,Forward,5'6,155,Shreveport,LA,Captain Shreve High School,,Army West Point,PATRIOT,https://goarmywestpoint.com/roster.aspx?rp_id=2982&path=msoc,N,
2012,9,Brennan,Randel,Senior,Forward,5'7,170,Shreveport,LA,Captain Shreve High School,,Army West Point,PATRIOT,https://goarmywestpoint.com/roster.aspx?rp_id=2919&path=msoc,N,
2017,29,Brenner,Jarrad,Freshman,Midfielder,5'10,160,San Diego,CA,St. Augustine,,American University,PATRIOT,http://www.aueagles.com/sports/m-soccer/2017-18/bios/mcconnell_oscar_upp3,Y,
2018,7,Brenner,Jarrad,Sophomore,Midfielder,5'11,160,San Diego,CA,St. Augustine,,American University,PATRIOT,http://www.aueagles.com/sports/m-soccer/2018-19/bios/mino_john_j69w,Y,
2008,14,Brent,Hooper,Sophomore,Midfielder,5'9,160,Bel Air,MD,Archbishop Curley High School,,Villanova University,BIG EAST,https://villanova.com/roster.aspx?rp_id=2629,Y,
2009,14,Brent,Hooper,Junior,Midfielder,5'10,160,Bel Air,MD,Archbishop Curley High School,,Villanova University,BIG EAST,https://villanova.com/roster.aspx?rp_id=2599,,
2010,14,Brent,Hooper,Senior,Midfielder,5'10,160,Bel Air,MD,Archbishop Curley High School,,Villanova University,BIG EAST,https://villanova.com/roster.aspx?rp_id=2576,N,
2015,16,Brett,Becia,Freshman,Forward,6'1,178,Boise,ID,Capital High School,,Army West Point,PATRIOT,https://goarmywestpoint.com/roster.aspx?rp_id=7330&path=msoc,N,
2013,16,Brett,Campbell,Freshman,Forward,6'1,170,Wallingford,PA,The Haverford School,,Georgetown University,BIG EAST,http://georgetown.sidearmsports.com/roster.aspx?rp_id=4317,N,
2014,16,Brett,Campbell,Sophomore,Forward,6'1,170,Wallingford,PA,The Haverford School,,Georgetown University,BIG EAST,http://georgetown.sidearmsports.com/roster.aspx?rp_id=4291,N,
2015,16,Brett,Campbell,Junior,Forward,6'1,170,Wallingford,PA,The Haverford School,,Georgetown University,BIG EAST,http://georgetown.sidearmsports.com/roster.aspx?rp_id=4267,Y,
2016,10,Brett,Campbell,Senior,Forward,6'1,170,Wallingford,PA,The Haverford School,,Georgetown University,BIG EAST,http://georgetown.sidearmsports.com/roster.aspx?rp_id=4235,Y,
2009,0,Brett,Conrad,Freshman,Goalkeeper,6'7,195,Orleans,MA,Nauset Regional,,Harvard University,IVY,https://www.gocrimson.com/sports/msoc/2009-10/bios/conrad_brett,N,
2010,0,Brett,Conrad,Junior,Goalkeeper,6'7,195,Orleans,MA,Nauset Regional,,Harvard University,IVY,https://www.gocrimson.com/sports/msoc/2010-11/bios/conrad_brett,N,
2011,0,Brett,Conrad,Junior,Goalkeeper,6'7,195,Orleans,MA,Nauset Regional,,Harvard University,IVY,https://www.gocrimson.com/sports/msoc/2010-11/bios/conrad_brett,N,
2013,1,Brett,Conrad,Senior,Goalkeeper,6'7,195,Orleans,MA,Nauset Regional,,Harvard University,IVY,https://www.gocrimson.com/sports/msoc/2013-14/bios/conrad_brett,N,
2006,29,Brett,Copare,Redshirt,Defender,5'10,165,NULL,IL,,,Naval Academy,PATRIOT,https://navysports.com/roster.aspx?rp_id=5536,N,
2018,26,Brett,Goodman,Freshman,Forward,6'0,180,Savannah,GA,Savannah Country Day School,,Wofford College,SOUTHERN,https://woffordterriers.com/roster.aspx?rp_id=5738,N,
2018,26,Brett,Goodman,Freshman,Forward,6'0,180,Savannah,GA,Savannah Country Day School,,Wofford College,SOUTHERN,https://woffordterriers.com/roster.aspx?rp_id=5738,N,
2011,24,Brett,Habermehl,Freshman,Forward,6'3,185,Moberly,MO,Shattuck-St. Mary's,,American University,PATRIOT,http://www.aueagles.com/sports/m-soccer/2011-12/bios/collins_tyler,N,
2012,24,Brett,Habermehl,Sophomore,Forward,6'3,185,Moberly,MO,Shattuck-St. Maryas,,American University,PATRIOT,http://www.aueagles.com/sports/m-soccer/2012-13/bios/behm_peter,N,
2010,16,Brett,Jankouskas,Freshman,Forward,6'2,165,Palmyra,PA,Palmyra Area,,Syracuse University,ATLANTIC COAST,https://cuse.com/roster.aspx?rp_id=7676,Y,
2007,13,Brett,Sumpio,Freshman,Forward,5'9,150,Woodbridge,CT,The Hopkins School,,Cornell University,IVY,https://cornellbigred.com/roster.aspx?rp_id=7362&path=msoccer,,
2008,13,Brett,Sumpio,Sophomore,Forward,5'9,150,Woodbridge,CT,The Hopkins School,,Cornell University,IVY,https://cornellbigred.com/roster.aspx?rp_id=10329&path=msoccer,,
2009,13,Brett,Sumpio,Junior,Forward,5'9,150,Woodbridge,CT,The Hopkins School,,Cornell University,IVY,https://cornellbigred.com/roster.aspx?rp_id=11393&path=msoccer,,
2010,13,Brett,Sumpio,Senior,Forward,5'9,150,Woodbridge,CT,The Hopkins School,,Cornell University,IVY,https://cornellbigred.com/roster.aspx?rp_id=13857&path=msoccer,,
2013,12,Brian,Costa,Freshman,Midfielder,5'8,140,Warren,NJ,Pingry School,,Princeton University,IVY,https://goprincetontigers.com/roster.aspx?rp_id=9720,Y,Honorable Mention
2014,12,Brian,Costa,Sophomore,Midfielder,5'8,140,Warren,NJ,Pingry School,,Princeton University,IVY,https://goprincetontigers.com/roster.aspx?rp_id=9753,Y,
2015,12,Brian,Costa,Junior,Midfielder,5'8,140,Warren,NJ,Pingry School,,Princeton University,IVY,https://goprincetontigers.com/roster.aspx?rp_id=9803,Y,
2016,11,Brian,Costa,Senior,Midfielder,5'7,140,Warren,NJ,Pingry School,,Princeton University,IVY,https://goprincetontigers.com/roster.aspx?rp_id=10430,Y,
2007,14,Brian,Donovan,Sophomore,Defender,5'11,175,Pittsford,NY,Mendon,,Cornell University,IVY,https://cornellbigred.com/roster.aspx?rp_id=7455&path=msoccer,,
2008,14,Brian,Donovan,Junior,Defender,5'11,175,Pittsford,NY,Mendon,,Cornell University,IVY,https://cornellbigred.com/roster.aspx?rp_id=10319&path=msoccer,,
2014,30,Brian,Ehrlich,Freshman,Goalkeeper,6'6,206,Ambler,PA,Hatboro-Horsham,,Lafayette College,PATRIOT,https://www.goleopards.com/roster.aspx?rp_id=3231,,
2015,0,Brian,Ehrlich,Sophomore,Goalkeeper,6'6,206,Ambler,PA,Hatboro-Horsham,,Lafayette College,PATRIOT,https://www.goleopards.com/roster.aspx?rp_id=3181,N,
2016,0,Brian,Ehrlich,Junior,Goalkeeper,6'6,206,Ambler,PA,Hatboro-Horsham,,Lafayette College,PATRIOT,https://www.goleopards.com/roster.aspx?rp_id=3152,N,
2017,0,Brian,Ehrlich,Senior,Goalkeeper,6'6,206,Ambler,PA,Hatboro-Horsham,,Lafayette College,PATRIOT,https://www.goleopards.com/roster.aspx?rp_id=3124,N,
2008,24,Brian,Farkas,Freshman,Midfielder,5'7,155,Plano,TX,Plano West,,SMU,AMERICAN ATHLETIC,https://smumustangs.com/roster.aspx?rp_id=2721,,
2009,26,Brian,Farkas,Sophomore,Midfielder,5'8,165,Plano,TX,Plano West,,SMU,AMERICAN ATHLETIC,https://smumustangs.com/roster.aspx?rp_id=2691,,
2018,4,Brian,Finn,Junior,Defender,6'1,174,Basking Ridge,NJ,Delbarton School,,University of Notre Dame,ATLANTIC COAST,https://und.com/roster.aspx?rp_id=4735,,
2007,14,Brian,Grimm,Sophomore,Midfielder,5'11,155,Manalapan,NJ,St. John Vianney,,Harvard University,IVY,https://www.gocrimson.com/sports/msoc/2007-08/bios/Grimm_Brian,N,
2008,14,Brian,Grimm,Junior,Midfielder,5'11,155,Manalapan,NJ,St. John Vianney,,Harvard University,IVY,https://www.gocrimson.com/sports/msoc/2008-09/bios/Grimm_Brian,Y,
2009,14,Brian,Grimm,Senior,Midfielder,5'11,155,Manalapan,NJ,St. John Vianney,,Harvard University,IVY,https://www.gocrimson.com/sports/msoc/2009-10/bios/grimm_brian,Y,Second Team
2008,26,Brian,Hessemer,Freshman,Defender,5'9,155,Scotch Plains,NJ,Scotch Plains Fanwood,,Villanova University,BIG EAST,https://villanova.com/roster.aspx?rp_id=2627,,
2012,23,Brian,Hoxie,Freshman,Goalkeeper,6'1,180,Trinity,FL,Mitchell,,Air Force Academy,WAC,https://goairforcefalcons.com/roster.aspx?rp_id=3507,,
2013,0,Brian,Hoxie,Sophomore,Goalkeeper,6'2,180,Trinity,FL,Mitchell,,Air Force Academy,WAC,https://goairforcefalcons.com/roster.aspx?rp_id=3458,,
2011,18,Brian,Joseff,Sophomore,Defender,5'9,157,Santa Barbara,CA,Santa Barbara,,Dartmouth College,IVY,https://dartmouthsports.com/roster.aspx?rp_id=7917,N,
2012,18,Brian,Joseff,Junior,Defender,5'9,157,Santa Barbara,CA,Santa Barbara,,Dartmouth College,IVY,https://dartmouthsports.com/roster.aspx?rp_id=8579,Y,
2013,18,Brian,Joseff,Senior,Midfielder,5'9,157,Santa Barbara,CA,Santa Barbara,,Dartmouth College,IVY,https://dartmouthsports.com/roster.aspx?rp_id=9414,N,
2014,19,Brian,Kane,Freshman,Defender,5'10,150,Chicago,IL,Brother Rice High School,,Georgetown University,BIG EAST,http://georgetown.sidearmsports.com/roster.aspx?rp_id=4294,,
2010,12,Brian,Klazura,Freshman,Defender,5'10,155,Rockford,IL,Boylan Catholic High School,,Air Force Academy,WAC,https://goairforcefalcons.com/roster.aspx?rp_id=3545,,
2011,12,Brian,Klazura,Sophomore,Forward,5'10,165,Rockford,IL,Boylan Catholic High School,,Air Force Academy,WAC,https://goairforcefalcons.com/roster.aspx?rp_id=3520,,
2012,12,Brian,Klazura,Junior,Forward,5'10,165,Rockford,IL,Boylan Catholic High School,,Air Force Academy,WAC,https://goairforcefalcons.com/roster.aspx?rp_id=3496,,
2013,12,Brian,Klazura,Senior,Forward,5'10,165,Rockford,IL,Boylan Catholic High School,,Air Force Academy,WAC,https://goairforcefalcons.com/roster.aspx?rp_id=3470,,Second Team
2009,25,Brian,McGue,Freshman,Midfielder,6'2,167,Dublin,OH,Dublin Jerome High School,,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=1037,,
2010,17,Brian,McGue,Sophomore,Midfielder,6'2,167,Dublin,OH,,Dublin Jerome,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=1567,,
2011,8,Brian,McGue,Junior,Midfielder,6'2,173,Dublin,OH,,Dublin Jerome,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=1969,,
2012,8,Brian,McGue,Senior,Midfielder,6'3,175,Dublin,OH,,Dublin Jerome,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=2704,,
2008,44,Brian,McQuinn,Sophomore,Midfielder,5'11,165,Denver,CO,Denver East High School,,American University,PATRIOT,http://www.aueagles.com/sports/m-soccer/mtt/baker_ryan00.html,,
2015,11,Brian,Nam,Freshman,Midfielder,5'7,148,Dunwoody,GA,Westminster,,Columbia University,IVY,https://gocolumbialions.com/roster.aspx?rp_id=7663,,
2013,8,Brian,Nana-Sinkam,Freshman,Defender,5'11,170,Lititz,PA,Manheim Township,,Stanford University,PAC-12,https://gostanford.com/roster.aspx?rp_id=6835,,
2014,8,Brian,Nana-Sinkam,Sophomore,Defender,5'11,170,Lititz,PA,Manheim Township,,Stanford University,PAC-12,https://gostanford.com/roster.aspx?rp_id=6922,Y,
2015,8,Brian,Nana-Sinkam,Junior,Defender,5'11,180,Lititz,PA,Manheim Township,,Stanford University,PAC-12,https://gostanford.com/roster.aspx?rp_id=7024,Y,
2016,8,Brian,Nana-Sinkam,Senior,Defender,6'0,180,Lititz,PA,Manheim Township,,Stanford University,PAC-12,https://gostanford.com/roster.aspx?rp_id=7053,Y,First Team
2010,7,Brian,Powers,Freshman,Back,5'8,,Yardley,PA,,Pennsbury High School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=6638,N,
2009,11,Brian,Rogers,Freshman,Forward,6'2,178,Bronxville,NY,Bronxville High School,,Harvard University,IVY,https://www.gocrimson.com/sports/msoc/2009-10/bios/rogers_brian,Y,Second Team
2010,11,Brian,Rogers,Sophomore,Forward,6'2,178,Bronxville,NY,Bronxville High School,,Harvard University,IVY,https://www.gocrimson.com/sports/msoc/2010-11/bios/rogers_brian,Y,Second Team
2011,11,Brian,Rogers,Junior,Forward,6'2,178,Bronxville,NY,Bronxville High School,,Harvard University,IVY,https://www.gocrimson.com/sports/msoc/2011-12/bios/rogers_brian,N,
2012,11,Brian,Rogers,Senior,Forward,6'2,178,Bronxville,NY,Bronxville High School,,Harvard University,IVY,https://www.gocrimson.com/sports/msoc/2012-13/Bios/rogers_brian_lupe,N,
2016,9,Brian,Saramago,Freshman,Forward,5'10,160,New Hyde Park,NY,New Hyde Park,,Loyola University Maryland,PATRIOT,https://loyolagreyhounds.com/roster.aspx?rp_id=2164,Y,First Team
2017,9,Brian,Saramago,Sophomore,Forward,5'10,160,New Hyde Park,NY,New Hyde Park,,Loyola University Maryland,PATRIOT,https://loyolagreyhounds.com/roster.aspx?rp_id=2137,Y,First Team
2018,9,Brian,Saramago,Junior,Forward,5'10,160,New Hyde Park,NY,New Hyde Park,,Loyola University Maryland,PATRIOT,https://loyolagreyhounds.com/roster.aspx?rp_id=6411,Y,First Team
2011,11,Brian,Steel,Freshman,Midfielder,5'10,145,Valrico,FL,Tampa Prep,,American University,PATRIOT,http://www.aueagles.com/sports/m-soccer/2011-12/bios/collins_tyler,N,
2011,7,Brian,Suchoski,Freshman,Forward,5'10,,Bear Creek Township,PA,,James M. Coughlin High School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=1654,Y,
2012,7,Brian,Suchoski,Sophomore,Forward,5'10,,Bear Creek Township,PA,,James M. Coughlin High School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=4039,Y,
2013,7,Brian,Suchoski,Junior,Forward,5'10,,Bear Creek Township,PA,,James M. Coughlin High School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=6105,N,
2014,7,Brian,Suchoski,Senior,Defender,5'10,,Bear Creek Township,PA,,James M. Coughlin High School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=9914,Y,
2012,30,Brian,Talcott,Freshman,Goalkeeper,6'2,170,Omaha,NE,Millard North,,University of Notre Dame,ATLANTIC COAST,https://und.com/roster.aspx?rp_id=4902,,
2013,30,Brian,Talcott,Sophomore,Goalkeeper,6'2,170,Omaha,NE,Millard North,,University of Notre Dame,ATLANTIC COAST,https://und.com/roster.aspx?rp_id=4873,,
2014,30,Brian,Talcott,Junior,Goalkeeper,6'2,170,Omaha,NE,Millard North,,University of Notre Dame,ATLANTIC COAST,https://und.com/roster.aspx?rp_id=4844,,
2015,1,Brian,Talcott,Senior,Goalkeeper,6'2,170,Omaha,NE,Millard North,,University of Notre Dame,ATLANTIC COAST,https://und.com/roster.aspx?rp_id=4791,N,
2008,18,Brian,Thomsen,Freshman,Forward,5'11,180,Brick,NJ,Monsignor Donovan,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,https://nuhuskies.com/roster.aspx?rp_id=5480,N,
2009,5,Brian,Thomsen,Sophomore,Midfielder,5'11,180,Brick,NJ,Monsignor Donovan,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,https://nuhuskies.com/roster.aspx?rp_id=47,N,
2012,15,Brian,Vail,Freshman,Midfielder,6'0,,Laguna Beach,CA,,St. Margaret's Episcopal School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=4045,,
2013,4,Brian,Vail,Sophomore,Midfielder,6'0,,Laguna Beach,CA,,St. Margaret's Episcopal School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=6111,N,
2014,5,Brian,Vail,Junior,Midfielder,6'0,,Laguna Beach,CA,,St. Margaret's Episcopal School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=9915,Y,Third Team
2015,5,Brian,Vail,Senior,Midfielder,6'0,,Laguna Beach,CA,,St. Margaret's Episcopal School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=10742,N,
2013,18,Brian,Ward,Junior,Midfielder,6'0,165,Manlius,NY,Fayetteville-Manlius High School,,Bucknell University,PATRIOT,https://bucknellbison.com/roster.aspx?rp_id=1235,,
2014,18,Brian,Ward,Senior,Midfielder,6'0,165,Manlius,NY,Fayetteville-Manlius High School,,Bucknell University,PATRIOT,https://bucknellbison.com/roster.aspx?rp_id=1688,,Second Team
2014,24,Brian,White,Freshman,Midfielder,5'11,180,Flemington,NJ,Hunterdon Central Regional,,Duke University,ATLANTIC COAST,http://www.goduke.com/ViewArticle.dbml?ATCLID=209535542&DB_OEM_ID=4200&Q_SEASON=2014,N,
2015,24,Brian,White,Sophomore,Midfielder,5'11,180,Flemington,NJ,Hunterdon Central Regional,,Duke University,ATLANTIC COAST,http://www.goduke.com/ViewArticle.dbml?ATCLID=209535542&DB_OEM_ID=4200&Q_SEASON=2015,Y,
2016,24,Brian,White,Junior,Midfielder,5'11,180,Flemington,NJ,Hunterdon Central Regional,,Duke University,ATLANTIC COAST,http://www.goduke.com/ViewArticle.dbml?ATCLID=209535542&DB_OEM_ID=4200&Q_SEASON=2016,Y,Second Team
2017,24,Brian,White,Senior,Midfielder,5'11,180,Flemington,NJ,Hunterdon Central Regional,,Duke University,ATLANTIC COAST,http://www.goduke.com/ViewArticle.dbml?ATCLID=209535542&DB_OEM_ID=4200&Q_SEASON=2017,Y,Second Team
2010,2,Brice,Gumpel,Junior,Midfielder,5'11,175,La Canada,CA,Flintridge Preparatory School,,Brown University,IVY,https://brownbears.com/roster.aspx?rp_id=3317,,
2007,2,Brien,Chamney,Sophomore,Defender,6'3,200,Oakville,Ontario,T.A. Blakelock,,Syracuse University,ATLANTIC COAST,https://cuse.com/roster.aspx?rp_id=4439,Y,
2008,2,Brien,Chamney,Junior,Defender,6'3,200,Oakville,Ontario,T.A. Blakelock,,Syracuse University,ATLANTIC COAST,https://cuse.com/roster.aspx?rp_id=4921,Y,
2009,2,Brien,Chamney,Senior,Defender,6'3,200,Oakville,Ontario,T.A. Blakelock,,Syracuse University,ATLANTIC COAST,https://cuse.com/roster.aspx?rp_id=6706,Y,
2009,9,Bright,Dike,Senior,Forward,6'1,223,Edmond,OK,Edmond North High School,,University of Notre Dame,ATLANTIC COAST,https://und.com/roster.aspx?rp_id=4968,Y,
2006,0,Britton,Chauvin,Redshirt,Goalkeeper,5'8,160,NULL,IL,,,Naval Academy,PATRIOT,https://navysports.com/roster.aspx?rp_id=5533,,
2015,32,Brock,Belcher,Freshman,Defender,5'10,165,Birmingham,AL,Shades Mountain Christian High School,,Wofford College,SOUTHERN,https://woffordterriers.com/roster.aspx?rp_id=4272,,
2016,3,Brock,Belcher,Freshman,Defender,5'10,175,Birmingham,AL,Shades Mountain Christian High School,,Wofford College,SOUTHERN,https://woffordterriers.com/roster.aspx?rp_id=4631,N,
2017,3,Brock,Belcher,Sophomore,Defender,5'10,175,Birmingham,AL,Shades Mountain Christian High School,,Wofford College,SOUTHERN,https://woffordterriers.com/roster.aspx?rp_id=5176,N,
2018,3,Brock,Belcher,Senior,Defender,5'10,175,Birmingham,AL,Shades Mountain Christian High School,,Wofford College,SOUTHERN,https://woffordterriers.com/roster.aspx?rp_id=5610,N,
2018,3,Brock,Belcher,Senior,Defender,5'10,175,Birmingham,AL,Shades Mountain Christian High School,,Wofford College,SOUTHERN,https://woffordterriers.com/roster.aspx?rp_id=5610,N,
2014,6,Brock,Dudley,Freshman,Midfielder,5'8,160,Plano,TX,Plano West,,Naval Academy,PATRIOT,https://navysports.com/roster.aspx?rp_id=5343,Y,
2015,6,Brock,Dudley,Sophomore,Midfielder,5'8,160,Plano,TX,Plano West,,Naval Academy,PATRIOT,https://navysports.com/roster.aspx?rp_id=5312,Y,Second Team
2016,6,Brock,Dudley,Junior,Midfielder,5'8,160,Plano,TX,Plano West,,Naval Academy,PATRIOT,https://navysports.com/roster.aspx?rp_id=5280,Y,Second Team
2017,6,Brock,Dudley,Senior,Midfielder,5'8,160,Plano,TX,Plano West,,Naval Academy,PATRIOT,https://navysports.com/roster.aspx?rp_id=5251,Y,
2007,25,Brock,Tomlinson,Freshman,Goalkeeper,5'9,179,Arlington Estates,IL,St. Viator,,SMU,AMERICAN ATHLETIC,https://smumustangs.com/roster.aspx?rp_id=2758,,
2013,23,Brody,Hickey,Freshman,Midfielder,5'11,150,Wylie,TX,Wylie,,SMU,AMERICAN ATHLETIC,https://smumustangs.com/roster.aspx?rp_id=2564,,
2014,23,Brody,Hickey,Sophomore,Midfielder,5'11,150,Wylie,TX,Wylie,,SMU,AMERICAN ATHLETIC,https://smumustangs.com/roster.aspx?rp_id=2551,,
2013,19,Brody,Huitema,Freshman,Forward,6'1,180,Chilliwack,British Columbia,Burnaby Central High School,,Duke University,ATLANTIC COAST,http://www.goduke.com/ViewArticle.dbml?ATCLID=208105969&DB_OEM_ID=4200&Q_SEASON=2013,Y,All-Freshman Team
2013,19,Brody,Huitema,Freshman,Forward,6'1,180,Chilliwack,British Columbia,Burnaby Central High School,,Duke University,ATLANTIC COAST,http://www.goduke.com/ViewArticle.dbml?ATCLID=208105969&DB_OEM_ID=4200&Q_SEASON=2013,Y,Third Team
2014,9,Brody,Huitema,Sophomore,Forward,6'1,180,Chilliwack,British Columbia,Burnaby Central High School,,Duke University,ATLANTIC COAST,http://www.goduke.com/ViewArticle.dbml?ATCLID=208105969&DB_OEM_ID=4200&Q_SEASON=2014,Y,Third Team
2015,9,Brody,Huitema,Junior,Forward,6'1,180,Chilliwack,British Columbia,Burnaby Central High School,,Duke University,ATLANTIC COAST,http://www.goduke.com/ViewArticle.dbml?ATCLID=208105969&DB_OEM_ID=4200&Q_SEASON=2015,N,
2016,9,Brody,Huitema,Senior,Forward,6'1,180,Chilliwack,British Columbia,Burnaby Central High School,,Duke University,ATLANTIC COAST,http://www.goduke.com/ViewArticle.dbml?ATCLID=208105969&DB_OEM_ID=4200&Q_SEASON=2016,,
