id,Roster_Year,Player_Number,First_Name,Last_Name,Year,Position1,Position2,Position3,Height,Weight,Home_Town,State_or_Country,High_School,Alternative_School,College,College_League,Bio_Link
6029,2011,7,Dennis,Shannon,Senior,Defender,,,5'11,146,Denver,CO,Collegiate Academy,Collegiate Academy,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=1976
6030,2011,16,Matt,Shreiner,Freshman,Midfielder,,,6'0,,Marietta,GA,George Walton High School,George Walton High School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=1653
6033,2011,1,Patrick,Wall,Sophomore,Goalkeeper,,,5'11,160,Sugarland,TX,Strake Jesuit College Prep,Strake Jesuit College Prep,University of Notre Dame,ATLANTIC COAST,https://und.com/roster.aspx?rp_id=4935
6034,2011,20,Matt,Weaver,Junior,Back,,,5'11,,Wilmette,IL,New Trier,New Trier,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=577
6035,2011,1,Kyle,Wittman,Senior,Goalkeeper,,,6'1,197,Baltimore,MD,Calvert Hall College,Calvert Hall College,Loyola University Maryland,PATRIOT,https://loyolagreyhounds.com/roster.aspx?rp_id=2281
6036,2011,12,Ben,Wysocki,Sophomore,Midfielder,,,5'11,,Lower Makefield,PA,Germantown Academy,Germantown Academy,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=583
6037,2014,12,Henry,Balf,Freshman,Midfielder,,,6'2,180,Beverly,MA,FC Bolts,FC Bolts,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=2801
6039,2014,10,Jordan,Barker,Senior,Midfielder,,,5'7,160,Harrogate,England,Loughborough Univ.,Loughborough Univ.,Boston University,PATRIOT,https://goterriers.com/roster.aspx?rp_id=3049
6040,2014,2,Ryan,Bertrando,Junior,Midfielder,,,5'6,,Lititz,PA,Warwick High School,Warwick High School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=9902
6043,2014,0,Joe,Bogan,Freshman,Goalkeeper,,,6'3,,Germantown,MD,Northwest,Northwest,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=9919
6044,2014,20,Drew,Brown,Senior,Defender,,,5'10,160,Charlotte,NC,South Mecklenburg,South Mecklenburg,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=3714
6048,2014,4,Kristian,Garciamendez-Rowold,Senior,Defender,,,6'0,190,Fairview,TX,Jesuit College Preparatory School of Dallas,Jesuit College Preparatory School of Dallas,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=3717
6049,2014,26,Jacob,Gottwald,Sophomore,Goalkeeper,,,6'1,,Schnecksville,PA,Parkland High School,Parkland High School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=9908
6053,2014,12,George,Kaloudis,Junior,Midfielder,,,6'0,165,Charlotte,NC,Myers Park,Myers Park,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=3718
6055,2014,0,Everett,McCord,Junior,Goalkeeper,,,6'1,,Raleigh,NC,Broughton High School,Broughton High School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=9910
6057,2014,1,Ciaran,Nugent,Senior,Goalkeeper,,,6'1,,Dedham,MA,Buckingham Browne & Nichols School,Buckingham Browne & Nichols School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=9911
6060,2014,8,Alan,Reiter,Senior,Midfielder,,,6'1,180,Westport,CT,NC State,NC State,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=3725
6061,2014,2,Max,Riehemann,Senior,Defender,,,6'2,180,Cincinnati,OH,Sycamore,Sycamore,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=3726
6062,2014,10,Alec,Rotunda,Junior,Forward,,,6'0,175,Greensboro,NC,Grimsley,Grimsley,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=3728
6063,2014,2,Frank,Russomano,Sophomore,Midfielder,,,5'9,160,Ambler,PA,La Salle College,La Salle College,Villanova University,BIG EAST,https://villanova.com/roster.aspx?rp_id=2480
6064,2014,30,Cedric,Saladin,Freshman,Goalkeeper,,,6'1,176,Sissach,Switzerland,FC Basel,FC Basel,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=2814
6065,2014,13,Jake,Skoll,Freshman,Defender,,,5'11,165,Solana Beach,CA,La Jolla Country Day,La Jolla Country Day,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=3732
6066,2014,19,Jess,Smith,Sophomore,Forward,,,6'2,175,Little Rock,AR,Little Rock Christian Academy,Little Rock Christian Academy,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=3729
6067,2014,7,Brian,Suchoski,Senior,Defender,,,5'10,,Bear Creek Township,PA,James M. Coughlin High School,James M. Coughlin High School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=9914
6068,2014,7,Valeriy,Sviderskiy,Junior,Forward,,,5'7,145,Richmond,VA,Mills E. Godwin,Mills E. Godwin,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=3730
6069,2014,15,Len,Zeugner,Freshman,Defender,,,6'4,190,Muenster,Germany,Borussia Dortmund,Borussia Dortmund,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=2803
6074,2014,17,Ben,Davis,Junior,Defender,,,5'10,,Princeton,NJ,Princeton High School,Princeton High School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=9904
6076,2014,8,Austin,Decker,Junior,Forward,,,6'0,,Cleveland,OK,Shattuck St. Mary's Prep (Minn.),Shattuck St. Mary's Prep (Minn.),Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=9918
6078,2014,9,Alex,Feliciano,Senior,Midfielder,,,5'11,165,Virginia Beach,VA,Kellam,Kellam,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=3716
6079,2014,28,Tane,Gent,Sophomore,Forward,,,,160,Christchurch,New Zealand,St. Andrews College,St. Andrews College,Wake Forest University,ATLANTIC COAST,https://godeacs.com/roster.aspx?rp_id=2389
6080,2014,10,Gianfranco,Giammatteo,Sophomore,Defender,,,5'10,,Summit,NJ,St. Benedict's Prep,St. Benedict's Prep,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=9906
6081,2014,15,Danny,Gonzalez,Sophomore,Midfielder,,,5'11,,Berwyn,PA,Conestoga,Conestoga,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=9907
6082,2014,12,Cole,Heer,Sophomore,Midfielder,,,,175,San Jose,CA,Bellarmine College Prep,Bellarmine College Prep,Air Force Academy,WAC,https://goairforcefalcons.com/roster.aspx?rp_id=3441
6083,2014,11,Nick,Jewell,Freshman,Midfielder,,,5'11,,Wexford,PA,North Allegheny,North Allegheny,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=9922
6085,2014,5,Shane,Macnamara,Junior,Midfielder,,,6'0,160,Arlington,VA,Washington-Lee,Washington-Lee,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=3720
6087,2014,15,John,Pace,Senior,Defender,,,5'10,180,Raleigh,NC,Broughton,Broughton,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=3722
6088,2014,1,Matt,Pacifici,Junior,Goalkeeper,,,6'3,180,Charlotte,NC,Wake Forest,Wake Forest,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=3723
6089,2014,14,Matt,Shreiner,Senior,Midfielder,,,6'0,,Marietta,GA,George Walton High School,George Walton High School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=9912
6090,2014,6,Doyle,Tuvesson,Freshman,Forward,,,5'11,,Kennett Square,PA,Unionville,Unionville,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=9921
6091,2014,5,Brian,Vail,Junior,Midfielder,,,6'0,,Laguna Beach,CA,St. Margaret's Episcopal School,St. Margaret's Episcopal School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=9915
6092,2014,1,Patrick,Wall,Senior,Goalkeeper,,,5'11,175,Sugarland,TX,Strake Jesuit College Prep,Strake Jesuit College Prep,University of Notre Dame,ATLANTIC COAST,https://und.com/roster.aspx?rp_id=4846
6093,2014,23,Stefan,Woort-Menker,Sophomore,Forward,,,6'2,,Rye,NY,Choate Rosemary Hall,Choate Rosemary Hall,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=9916
6094,2014,12,Justin,Worley,Sophomore,Defender,,,5'10,,Reading,PA,Muhlenberg High School,Muhlenberg High School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=9917
6099,2015,17,Ben,Davis,Senior,Defender,,,5'10,,Princeton,NJ,Princeton High School,Princeton High School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=10729
6102,2015,22,Austin,Decker,Senior,Forward,,,6'0,,Cleveland,OK,Shattuck St. Mary's Prep (Minn.),Shattuck St. Mary's Prep (Minn.),Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=10730
6104,2015,5,Felicien,Dumas,Freshman,Midfielder,,,,179,Tokyo,Japan,United World College of South East Asia,United World College of South East Asia,University of Notre Dame,ATLANTIC COAST,https://und.com/roster.aspx?rp_id=4794
6107,2015,28,Tane,Gent,Junior,Forward,,,,160,Christchurch,New Zealand,St. Andrews College,St. Andrews College,Wake Forest University,ATLANTIC COAST,https://godeacs.com/roster.aspx?rp_id=2361
6108,2015,8,Danny,Gonzalez,Junior,Midfielder,,,5'11,,Berwyn,PA,Conestoga,Conestoga,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=10732
6110,2015,12,Cole,Heer,Junior,Defender,,,,175,San Jose,CA,Bellarmine College Prep,Bellarmine College Prep,Air Force Academy,WAC,https://goairforcefalcons.com/roster.aspx?rp_id=3402
6111,2015,2,Jordan,Hill,Freshman,Defender,,,6'1,175,Chesapeake,VA,Great Bridge,Great Bridge,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=4291
6113,2015,15,Nick,Jewell,Sophomore,Midfielder,,,5'11,,Wexford,PA,North Allegheny,North Allegheny,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=10734
6115,2015,18,Drew,Krueger,Freshman,Midfielder,,,5'11,170,Dublin,OH,Dublin Coffman,Dublin Coffman,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=4294
6116,2015,5,Shane,Macnamara,Senior,Midfielder,,,6'0,160,Arlington,VA,Washington-Lee,Washington-Lee,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=4281
6118,2015,1,Matt,Pacifici,Senior,Goalkeeper,,,6'3,175,Charlotte,NC,Wake Forest,Wake Forest,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=4284
6119,2015,20,Aidan,Peterson,Freshman,Midfielder,,,6'0,155,Waxhaw,NC,Cuthbertson,Cuthbertson,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=4296
6120,2015,6,Doyle,Tuvesson,Sophomore,Forward,,,5'11,,Kennett Square,PA,Unionville,Unionville,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=10741
6121,2015,13,Stefan,Woort-Menker,Junior,Forward,,,6'2,,Rye,NY,Choate Rosemary Hall,Choate Rosemary Hall,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=10743
6122,2015,12,Justin,Worley,Junior,Defender,,,5'10,,Reading,PA,Muhlenberg High School,Muhlenberg High School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=10744
6126,2015,2,Ryan,Bertrando,Senior,Midfielder,,,5'6,,Lititz,PA,Warwick High School,Warwick High School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=10725
6128,2015,4,Calum,Bishop,Freshman,Defender,,,6'1,,Lake Forest,IL,Lake Forest Academy,Lake Forest Academy,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=10747
6130,2015,1,Joe,Bogan,Sophomore,Goalkeeper,,,6'3,,Germantown,MD,Northwest,Northwest,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=10726
6132,2015,15,Matthew,Gandier,Freshman,Midfielder,,,6'2,165,Hastings,MN,Hastings,Hastings,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=4293
6134,2015,26,Jacob,Gottwald,Junior,Goalkeeper,,,6'1,,Schnecksville,PA,Parkland High School,Parkland High School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=10733
6135,2015,11,Oscar,Greene,Freshman,Defender,,,5'5,,Flower Mound,TX,Flower Mound,Flower Mound,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=10761
6136,2015,21,Alex,Greene,Freshman,Midfielder,,,5'6,,Flower Mound,TX,Flower Mound,Flower Mound,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=10749
6138,2015,15,Stephen,Harlan,Freshman,Midfielder,,,5'9,155,Bethesda,MD,St. John's College,St. John's College,Villanova University,BIG EAST,https://villanova.com/roster.aspx?rp_id=2445
6141,2015,12,George,Kaloudis,Senior,Forward,,,6'0,180,Charlotte,NC,Myers Park,Myers Park,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=4279
6144,2015,0,Everett,McCord,Senior,Goalkeeper,,,6'1,,Raleigh,NC,Broughton High School,Broughton High School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=10737
6146,2015,25,Matt,Morana,Freshman,Defender,,,5'8,,Shrewsbury,MA,Shrewsbury,Shrewsbury,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=10763
6147,2015,27,Donovan,Perayeff,Freshman,Forward,,,6'1,,Troy,MI,Athens High School,Athens High School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=10764
6151,2015,19,Coleman,Richards,Freshman,Midfielder,,,5'10,155,Charleston,SC,Academic Magnet,Academic Magnet,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=4295
6152,2015,4,Seth,Rinkevich,Freshman,Defender,,,6'3,175,Tampa,FL,HB Plant,HB Plant,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=4292
6153,2015,10,Alec,Rotunda,Senior,Forward,,,6'0,165,Greensboro,NC,Grimsley,Grimsley,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=4287
6154,2015,22,Frank,Russomano,Junior,Midfielder,,,5'9,160,Ambler,PA,La Salle College,La Salle College,Villanova University,BIG EAST,https://villanova.com/roster.aspx?rp_id=2456
6157,2015,24,David,Sisson,Freshman,Defender,,,6'0,175,Medina,OH,St. Ignatius,St. Ignatius,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=4297
6158,2015,13,Jake,Skoll,Sophomore,Defender,,,5'11,175,Solana Beach,CA,La Jolla Country Day,La Jolla Country Day,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=4288
6159,2015,7,Valeriy,Sviderskiy,Senior,Forward,,,5'8,145,Richmond,VA,Mills E. Godwin,Mills E. Godwin,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=4290
6162,2018,8,Stevo,Bednarsky,Sophomore,Midfielder,,,6'0,,Hackettstown,NJ,Gill Saint Bernard's School,Gill Saint Bernard's School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=13044
6163,2018,7,Nikita,Bondar,Sophomore,Forward,,,5'9,170,Hamburg,Germany,Hamburg U19,Hamburg U19,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=10315
6164,2018,21,Jackson,Bracy,Freshman,Forward,,,5'10,170,Johns Island,SC,Academic Magnet,Academic Magnet,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=6290
6165,2018,16,Tavis,Braithwaite,Freshman,Defender,,,5'11,165,Concord,NC,Cox Mill,Cox Mill,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=6291
6166,2018,7,Hugh,Chatham,Sophomore,Midfielder,,,5'9,165,Huntersville,NC,Hough,Hough,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=6190
6167,2018,33,Antonio,Chavez Borrelli,Sophomore,Goalkeeper,,,6'0,175,Valley Village,CA,Santa Monica United,Santa Monica United,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=10316
6169,2018,26,John,Dale,Junior,Midfielder,,,5'8,155,Seattle,WA,Roosevelt,Roosevelt,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=6192
6170,2018,8,Trevor,Davock,Junior,Forward,,,5'11,155,Medway,MA,NEFC,NEFC,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=10317
6171,2018,9,Jamie,DiLuzio,Sophomore,Midfielder,,,5'9,160,North Woodmere,NY,Lawrence,Lawrence,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=6193
6172,2018,80,Ronaldinho,Diniz,Junior,Forward,,,5'10,165,Brockton,MA,Wheaton College,Wheaton College,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=10336
6173,2018,5,Quinn,Dudek,Sophomore,Forward,,,6'0,160,Malvern,PA,Episcopal Academy,Episcopal Academy,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=6194
6174,2018,18,Carlos,Dulcey,Freshman,Forward,,,5'10,160,St. Doral,FL,Weston FC,Weston FC,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=10331
6176,2018,17,Louis,Evans,Junior,Defender,,,6'0,185,Christchurch,New Zealand,Christchurch,Christchurch,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=6195
6177,2018,9,Mark,Forrest,Senior,Forward,,,6'3,,Douglassville,PA,The Hill School,The Hill School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=13049
6178,2018,28,Adam,French,Junior,Forward,,,6'1,180,Westborough,MA,NEFC,NEFC,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=10321
6180,2018,2,Jordan,Hill,Senior,Defender,,,6'0,185,Chesapeake,VA,Great Bridge,Great Bridge,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=6198
6181,2018,15,Nick,Jennings,Freshman,Midfielder,,,6'0,,Devon,PA,Conestoga,Conestoga,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=13066
6182,2018,6,Joe,Kellett,Junior,Midfielder,,,5'11,150,Norfolk,MA,UMass Lowelll,UMass Lowelll,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=10337
6183,2018,18,Drew,Krueger,Senior,Midfielder,,,5'11,170,Dublin,OH,Dublin Coffman,Dublin Coffman,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=6199
6184,2018,15,Lasse,Lehmann,Junior,Midfielder,,,6'1,167,Munich,Germany,Stuggart Kickers,Stuggart Kickers,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=10324
6185,2018,3,David,Longo,Sophomore,Back,,,5'11,168,Weston,FL,Florida International,Florida International,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=10340
6186,2018,14,Ikem,Mbalewe,Sophomore,Forward,,,5'11,,Montclair,NJ,Montclair,Montclair,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=13055
6187,2018,23,Malcolm,McCabe,Junior,Defender,,,5'7,155,Spring,TX,Klein,Klein,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=6200
6188,2018,24,Jacob,Myers,Freshman,Midfielder,,,6'1,170,Saint Simons Island,GA,Frederica,Frederica,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=6294
6189,2018,8,Aidan,Peterson,Senior,Midfielder,,,6'0,160,Waxhaw,NC,Cuthbertson,Cuthbertson,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=6202
6190,2018,5,Justin,Scharf,Freshman,Defender,,,5'10,,Newtown,PA,Council Rock North,Council Rock North,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=13068
6191,2018,0,Zach,Schewe,Sophomore,Goalkeeper,,,6'1,185,Marietta,GA,Westminster,Westminster,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=6205
6194,2018,22,Sam,Steinberg,Sophomore,Midfielder,,,5'9,,Dix Hills,NY,Half Hollow Hills East,Half Hollow Hills East,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=13061
6195,2018,31,Paul,Steingraber,Senior,Goalkeeper,,,6'2,,Harleysville,PA,Souderton Area,Souderton Area,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=13062
6196,2018,22,Jaylen,Thompson,Junior,Midfielder,,,5'10,160,Virginia Beach,VA,First Colonial,First Colonial,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=6206
6197,2018,4,Zarin,Tuten,Junior,Defender,,,6'4,,Round Rock,TX,Abbington Hill School,Abbington Hill School,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=13063
6198,2018,16,Patrick,Adams,Freshman,Midfielder,,,5'10,,Allentown,PA,Salisbury,Salisbury,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=13064
6201,2018,11,Mateo,Alzate,Freshman,Midfielder,,,6'1,180,Huntington,NY,Huntington,Huntington,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=6289
6202,2018,32,Nat,Ballard,Senior,Goalkeeper,,,6'3,165,London,England,Barnes Eagles,Barnes Eagles,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=10343
6203,2018,5,Gregorio,Barilla,Freshman,Back,,,6'2,175,Parma,Italy,NEFC,NEFC,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=10332
6204,2018,14,Abe,Bibas,Senior,Back,,,6'0,175,Sunny Isles Beach,FL,Weston FC,Weston FC,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=10341
6205,2018,27,Jonathan,Blaine,Sophomore,Defender,,,6'3,,Kutztown,PA,Northwestern Lehigh,Northwestern Lehigh,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=13045
6206,2018,12,Tanner,Carlson,Senior,Defender,,,5'6,145,Woodbury,MN,Woodbury,Woodbury,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=6188
6207,2018,13,Nolan,Coulter,Junior,Defender,,,5'11,,Charleston,SC,Bishop England,Bishop England,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=13046
6208,2018,4,Fintan,Devlin,Junior,Back,,,6'1,170,Trim,Ireland,Shelbourne FC,Shelbourne FC,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=10318
6210,2018,17,Tommy,Dokho,Junior,Forward,,,5'9,,Royal Oak,MI,Royal Oak,Royal Oak,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=13047
6211,2018,26,Tyler,Dressman,Sophomore,Defender,,,6'1,,Durham,NC,Charles E. Jordan,Charles E. Jordan,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=13048
6212,2018,9,Simon,Enstrom,Senior,Forward,,,6'1,187,Huddinge,Sweden,AIK,AIK,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=10319
6213,2018,1,Joe,Fryatt,Freshman,Goalkeeper,,,6'0,172,Burton upon Trent,England,Derby County Academy,Derby County Academy,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=10334
6214,2018,1,Sawyer,Gaffney,Junior,Goalkeeper,,,6'3,190,Richmond,VA,Collegiate,Collegiate,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=6196
6215,2018,11,Tommy,Garcia-Morillo,Senior,Midfielder,,,6'0,170,Key Biscayne,FL,Weston FC,Weston FC,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=10322
6216,2018,30,Christian,Garner,Freshman,Goalkeeper,,,6'0,180,Orleans,MA,NEFC,NEFC,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=10329
6217,2018,2,Alex,Greene,Senior,Midfielder,,,5'6,,Flower Mound,TX,Flower Mound,Flower Mound,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=13050
6218,2018,11,Oscar,Greene,Senior,Midfielder,,,5'5,,Flower Mound,TX,Flower Mound,Flower Mound,Lehigh University,PATRIOT,https://lehighsports.com/roster.aspx?rp_id=13051
6219,2018,30,Lucas,Hauth,Freshman,Forward,,,6'3,175,Fleming Island,FL,Fleming Island,Fleming Island,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=6292
6220,2018,14,Henry,Howell,Freshman,Defender,,,5'9,140,Bradenton,FL,Saint Stephen's,Saint Stephen's,Davidson College,A-10,https://davidsonwildcats.com/roster.aspx?rp_id=6293
6221,2018,10,Callum,Johnson,Junior,Midfielder,,,5'9,155,New York,NY,New York Red Bulls Academy,New York Red Bulls Academy,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=10323
