first_name,last_name,home_town,state_or_country,high_school,alternative_school,college,college_league,Public/Private/International,starter_count,accolade_count,latitude,longitude,roster_year,year,player_number,position,height,weight,bio_link
Julian,Plummer,Kendall Park,NJ,The Hun School of Princeton,,Lafayette College,PATRIOT,PRIVATE,4,3,40.337388,-74.686026,"{2013,2014,2012,2011}","{Junior,Senior,Sophomore,Freshman}","{25,25,25,25}","{Defender,Defender,Defender,Midfielder}","{NULL,NULL,6'1,6'1}","{173,181,180,180}","{https://www.goleopards.com/roster.aspx?rp_id=3258,https://www.goleopards.com/roster.aspx?rp_id=3229,https://www.goleopards.com/roster.aspx?rp_id=3287,https://www.goleopards.com/roster.aspx?rp_id=3315}"
Justin,Friedlander,Rockville,MD,Bullis School,,Loyola University Maryland,PATRIOT,PRIVATE,2,0,39.028783,-77.199868,"{2017,2018,2016}","{Junior,Senior,Sophomore}","{28,28,28}","{Midfielder,Midfielder,Midfielder}","{5'7,5'7,5'7}","{145,145,145}","{https://loyolagreyhounds.com/roster.aspx?rp_id=2151,https://loyolagreyhounds.com/roster.aspx?rp_id=6403,https://loyolagreyhounds.com/roster.aspx?rp_id=2175}"
Justin,Rosner,Brunswick,ME,Brunswick High School,,Dartmouth College,IVY,PUBLIC,4,0,43.883374,-69.987722,"{2012,2013,2010,2011}","{Junior,Senior,Freshman,Sophomore}","{3,3,18,3}","{Defender,Defender,Defender,Defender}","{6'2,6'2,6'2,6'2}","{187,187,187,187}","{https://dartmouthsports.com/roster.aspx?rp_id=8597,https://dartmouthsports.com/roster.aspx?rp_id=9426,https://dartmouthsports.com/roster.aspx?rp_id=7193,https://dartmouthsports.com/roster.aspx?rp_id=7926}"
Kalifa,Sylla,Bronx,NY,High School of Arts and Technology,,Syracuse University,ATLANTIC COAST,PUBLIC,1,0,40.774925,-73.9856,{2016},{Junior},{28},{Forward},{5'8},{165},{https://cuse.com/roster.aspx?rp_id=12917}
Kamar,Saint-Louis,Potomac,MD,Bullis School,,University of Pennsylvania,IVY,PRIVATE,4,0,39.028783,-77.199868,"{2012,2014,2011,2013}","{Sophomore,Senior,Freshman,Junior}","{4,4,4,4}","{Midfielder,Midfielder,Midfielder,Midfielder}","{5'8,5'8,5'8,5'8}","{NULL,NULL,NULL,NULL}","{https://pennathletics.com/roster.aspx?rp_id=2235,https://pennathletics.com/roster.aspx?rp_id=2256,https://pennathletics.com/roster.aspx?rp_id=2212,https://pennathletics.com/roster.aspx?rp_id=2280}"
Keagan,McLaughlin,Zanesville,OH,Bishop Rosecrans High School,,University of Notre Dame,ATLANTIC COAST,PRIVATE,0,0,39.93909,-81.998021,{2018},{Sophomore},{19},{Goalkeeper},{6'4},{180},{https://und.com/roster.aspx?rp_id=4750}
Kei,Tomozawa,Bellevue,WA,Bellevue High School,,Stanford University,PAC-12,PUBLIC,1,0,47.604668,-122.197234,"{2018,2017}","{Freshman,Freshman}","{13,13}","{Midfielder,Midfielder}","{5'9,5'9}","{140,140}","{https://gostanford.com/roster.aspx?rp_id=14120,https://gostanford.com/roster.aspx?rp_id=12777}"
Kelvin,Naito,Waipahu,HI,Punahou School,,Boston University,PATRIOT,PRIVATE,1,0,21.302476,-157.829865,"{2013,2014,2015}","{Sophomore,Junior,Senior}","{28,19,19}","{Midfielder,Midfielder,Midfielder}","{5'6,5'6,5'6}","{140,140,140}","{https://goterriers.com/roster.aspx?rp_id=3101,https://goterriers.com/roster.aspx?rp_id=3058,https://goterriers.com/roster.aspx?rp_id=6721}"
Kennedy,Davis,Birmingham,AL,Oak Mountain High School,,Dartmouth College,IVY,PUBLIC,2,0,33.366521,-86.734226,"{2018,2017}","{Sophomore,Freshman}","{24,24}","{Midfielder,Midfielder}","{5'10,5'10}","{145,145}","{https://dartmouthsports.com/roster.aspx?rp_id=15759,https://dartmouthsports.com/roster.aspx?rp_id=11218}"
Kentrel,Owens,Charlotte,NC,Charlotte Christian School,,Wofford College,SOUTHERN,PRIVATE,2,1,35.14079,-80.769001,"{2007,2008,2010,2009}","{Sophomore,Sophomore,Senior,Junior}","{12,12,11,12}","{Forward,Forward,Forward,Forward}","{5'9,5'9,5'9,5'9}","{160,160,160,160}","{https://woffordterriers.com/roster.aspx?rp_id=1351,https://woffordterriers.com/roster.aspx?rp_id=1328,https://woffordterriers.com/roster.aspx?rp_id=2135,https://woffordterriers.com/roster.aspx?rp_id=1731}"
Kevin,Carvalho,Richboro,PA,YSC Academy,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,PRIVATE,4,0,40.07583,-75.405881,"{2018,2017,2016,2015}","{Senior,Junior,Sophomore,Freshman}","{10,10,10,10}","{Midfielder,Midfielder,Midfielder,Midfielder}","{5'9,5'9,5'9,5'8}","{160,160,160,145}","{https://nuhuskies.com/roster.aspx?rp_id=5162,https://nuhuskies.com/roster.aspx?rp_id=4667,https://nuhuskies.com/roster.aspx?rp_id=4102,https://nuhuskies.com/roster.aspx?rp_id=3679}"
Kevin,Dzierzawski,Oakland Twp.,MI,Brother Rice High School,,Dartmouth College,IVY,PRIVATE,4,2,42.53576,-83.261651,"{2012,2011,2010,2009}","{Senior,Junior,Sophomore,Freshman}","{10,10,10,10}","{Midfielder,Midfielder,Midfielder,Midfielder}","{5'10,5'9,5'9,5'9}","{160,150,150,150}","{https://dartmouthsports.com/roster.aspx?rp_id=8571,https://dartmouthsports.com/roster.aspx?rp_id=7903,https://dartmouthsports.com/roster.aspx?rp_id=7174,https://dartmouthsports.com/roster.aspx?rp_id=6426}"
Kevin,Gavey,Fairfield,CT,Fairfield Warde High School,,Brown University,IVY,PUBLIC,2,0,41.18617,-73.233542,"{2010,2009,2011,2012}","{Sophomore,Freshman,Junior,Senior}","{12,12,12,12}","{Midfielder,Midfielder,Midfielder,Midfielder}","{5'11,5'11,5'11,5'11}","{165,165,165,165}","{https://brownbears.com/roster.aspx?rp_id=3314,https://brownbears.com/roster.aspx?rp_id=3289,https://brownbears.com/roster.aspx?rp_id=3341,https://brownbears.com/roster.aspx?rp_id=3370}"
Kevin,Hady,Alpharetta,GA,Chattahoochee High School,,Wofford College,SOUTHERN,PUBLIC,4,0,34.049117,-84.208218,"{2013,2012,2015,2014}","{Sophomore,Freshman,Senior,Junior}","{16,16,16,16}","{Midfielder,Midfielder,Midfielder,Midfielder}","{5'10,5'10,5'10,5'10}","{150,150,175,150}","{https://woffordterriers.com/roster.aspx?rp_id=3424,https://woffordterriers.com/roster.aspx?rp_id=3136,https://woffordterriers.com/roster.aspx?rp_id=4250,https://woffordterriers.com/roster.aspx?rp_id=3833}"
Kevin,Harrington,Pittsford,NY,McQuaid Jesuit,,Harvard University,IVY,PRIVATE,4,1,43.12422,-77.590811,"{2011,2013,2012,2010}","{Sophomore,Senior,Junior,Freshman}","{21,21,21,21}","{Midfielder,Midfielder,Midfielder,Midfielder}","{6'1,6'1,6'1,6'1}","{165,165,165,165}","{https://www.gocrimson.com/sports/msoc/2011-12/bios/harrington_kevin,https://www.gocrimson.com/sports/msoc/2013-14/bios/harrington_kevin_dvlu,https://www.gocrimson.com/sports/msoc/2012-13/Bios/harrington_kevin_dvlu,https://www.gocrimson.com/sports/msoc/2010-11/bios/harrington_kevin}"
Kevin,Mejia,Pasadena,CA,Marshall Fundamental,,Boston College,ATLANTIC COAST,PUBLIC,0,0,34.163119,-118.112548,"{2009,2010,2011,2012}","{Freshman,Sophomore,Junior,Senior}","{12,12,12,12}","{Forward,Defender,Defender,Defender}","{6'1,6'1,6'1,6'2}","{178,178,178,189}","{https://bceagles.com/roster.aspx?rp_id=2926,https://bceagles.com/roster.aspx?rp_id=2908,https://bceagles.com/roster.aspx?rp_id=2885,https://bceagles.com/roster.aspx?rp_id=2854}"
Kevin,Michalak,Farmington,CT,Farmington High School,,Yale University,IVY,PUBLIC,3,0,41.751187,-72.867518,"{2011,2014,2012,2013}","{Freshman,Senior,Sophomore,Junior}","{18,11,3,3}","{Midfielder,Midfielder,Midfielder,Midfielder}","{6'1,6'1,6'1,6'1}","{170,170,170,170}","{http://www.yalebulldogs.com/sports/m-soccer/2011-12/bios/alers_nick_owd2,http://www.yalebulldogs.com/sports/m-soccer/2014-15/bios/albrecht_henry_pjjd,http://www.yalebulldogs.com/sports/m-soccer/2012-13/bios/alers_nick_o7i0,http://www.yalebulldogs.com/sports/m-soccer/2013-14/bios/albrecht_henry_x63h}"
Khedive,McIntosh,Jackson,NJ,The Lawrenceville School,,Syracuse University,ATLANTIC COAST,PRIVATE,0,0,40.294519,-74.729101,{2016},{Freshman},{23},{Midfielder},{5'8},{143},{https://cuse.com/roster.aspx?rp_id=12916}
Kian,Alberto,Mendham,NJ,Delbarton School,,Colgate University,PATRIOT,PRIVATE,1,0,40.78836,-74.531258,{2018},{Freshman},{5},{Midfielder},{5'9},{155},{https://gocolgateraiders.com/roster.aspx?rp_id=9358}
Kian,Zapata,Morristown,NJ,Delbarton School,,Villanova University,BIG EAST,PRIVATE,3,0,40.78836,-74.531258,"{2016,2018,2015,2017}","{Sophomore,Senior,Freshman,Junior}","{21,21,21,21}","{Defender,Defender,Defender,Defender}","{NULL,6'0,NULL,NULL}","{165,165,165,165}","{https://villanova.com/roster.aspx?rp_id=2438,https://villanova.com/roster.aspx?rp_id=7222,https://villanova.com/roster.aspx?rp_id=2462,https://villanova.com/roster.aspx?rp_id=2414}"
Kwaku,Nyamekye,Geneva,Switzerland,International School of Geneva,,Harvard University,IVY,INTERNATIONAL,3,3,46.1987965,6.1723878,"{2008,2009,2007}","{Junior,Senior,Sophomore}","{19,19,19}","{Midfielder,Defender,Defender}","{6'1,6'1,6'1}","{190,200,190}","{https://www.gocrimson.com/sports/msoc/2008-09/bios/Nyamekye_Kwaku,https://www.gocrimson.com/sports/msoc/2009-10/bios/nyamekye_kwaku,https://www.gocrimson.com/sports/msoc/2007-08/bios/Nyamekye_Kwaku}"
Kyle,Casey,Fairfield,CT,Fairfield Warde High School,,Stanford University,PAC-12,PUBLIC,0,0,41.18617,-73.233542,"{2017,2018,2016}","{Freshman,Sophomore,Freshman}","{24,24,19}","{Midfielder,Midfielder,Midfielder}","{5'7,5'7,5'7}","{160,160,145}","{https://gostanford.com/roster.aspx?rp_id=11623,https://gostanford.com/roster.aspx?rp_id=14108,https://gostanford.com/roster.aspx?rp_id=10824}"
Kyle,Jackson,Paradise Valley,AZ,Chaparral High School,,Columbia University,IVY,PUBLIC,0,2,33.577489,-111.931685,"{2012,2015,2014,2013}","{Freshman,Senior,Junior,Sophomore}","{30,42,42,42}","{Goalkeeper,Goalkeeper,Goalkeeper,Goalkeeper}","{6'0,6'0,6'0,6'0}","{175,175,175,175}","{https://gocolumbialions.com/roster.aspx?rp_id=6271,https://gocolumbialions.com/roster.aspx?rp_id=7651,https://gocolumbialions.com/roster.aspx?rp_id=7182,https://gocolumbialions.com/roster.aspx?rp_id=6786}"
Kyle,Reilly,Delmar,NY,La Salle Institute,,Colgate University,PATRIOT,PRIVATE,2,0,42.69352,-73.684121,"{2015,2012,2014,2013}","{Senior,Freshman,Junior,Sophomore}","{25,25,25,25}","{Midfielder,Midfielder,Midfielder,Midfielder}","{5'9,5'9,5'9,5'9}","{164,164,164,164}","{https://gocolgateraiders.com/roster.aspx?rp_id=7000,https://gocolgateraiders.com/roster.aspx?rp_id=4816,https://gocolgateraiders.com/roster.aspx?rp_id=6274,https://gocolgateraiders.com/roster.aspx?rp_id=5489}"
Lee,Rubenstein,Penn Valley,PA,The Haverford School,,University of Pennsylvania,IVY,PRIVATE,0,0,40.0138,-75.305381,"{2009,2007,2008,2006}","{Senior,Sophomore,Junior,Freshman}","{10,15,15,6}","{Back,Back,Back,Back}","{5'10,5'10,5'10,5'10}","{NULL,NULL,NULL,NULL}","{https://pennathletics.com/roster.aspx?rp_id=7221,https://pennathletics.com/roster.aspx?rp_id=7270,https://pennathletics.com/roster.aspx?rp_id=7242,https://pennathletics.com/roster.aspx?rp_id=7295}"
Leighton,Welch,Bronxville,NY,Bronxville High School,,Harvard University,IVY,PUBLIC,1,0,40.937651,-73.830864,{2009},{Freshman},{20},{Defender},{5'9},{155},{https://www.gocrimson.com/sports/msoc/2009-10/bios/welch_leighton}
Levi,Levenfiche,London,England,University College School,,University of Pennsylvania,IVY,INTERNATIONAL,1,0,51.5532566,-0.1807599,{2014},{Sophomore},{6},{Midfielder},{6'0},{190},{https://pennathletics.com/roster.aspx?rp_id=2257}
Lewis,McLeod,Sydney,Australia,Sydney Grammar School,,Duke University,ATLANTIC COAST,INTERNATIONAL,1,0,-33.8753312,151.2133221,"{2012,2011}","{Junior,Sophomore}","{28,28}","{Midfielder,Midfielder}","{6'1,6'0}","{185,170}","{http://www.goduke.com/ViewArticle.dbml?ATCLID=205179819&DB_OEM_ID=4200&Q_SEASON=2012,http://www.goduke.com/ViewArticle.dbml?ATCLID=205179819&DB_OEM_ID=4200&Q_SEASON=2011}"
Liam,Bracken,Alpharetta,GA,Blessed Trinity Catholic High School,,Davidson College,A-10,PRIVATE,0,0,34.056299,-84.384502,"{2007,2008,2009}","{Sophomore,Junior,Senior}","{5,5,5}","{Defender,Defender,Defender}","{6'0,6'0,6'0}","{170,171,172}","{https://davidsonwildcats.com/roster.aspx?rp_id=61,https://davidsonwildcats.com/roster.aspx?rp_id=496,https://davidsonwildcats.com/roster.aspx?rp_id=980}"
Liam,Butler,Yonkers,NY,Archbishop Stepinac High School,,College of the Holy Cross,PATRIOT,PRIVATE,1,0,41.00747,-73.754541,"{2016,2018,2017}","{Freshman,Junior,Sophomore}","{17,17,17}","{Defender,Defender,Defender}","{6'2,6'2,6'2}","{170,181,181}","{https://goholycross.com/ViewArticle.dbml?ATCLID=211080295&DB_OEM_ID=33100&Q_SEASON=2016,https://goholycross.com/ViewArticle.dbml?ATCLID=211080295&DB_OEM_ID=33100&Q_SEASON=2018,https://goholycross.com/ViewArticle.dbml?ATCLID=211080295&DB_OEM_ID=33100&Q_SEASON=2017}"
Logan,Gdula,East Lyme,CT,Bacon Academy,,Wake Forest University,ATLANTIC COAST,PUBLIC,1,0,41.576634,-72.302119,"{2015,2017,2018,2016}","{Freshman,Junior,Senior,Sophomore}","{29,17,17,17}","{Forward,Defender,Defender,Defender}","{5'11,5'11,5'11,5'11}","{160,160,160,160}","{https://godeacs.com/roster.aspx?rp_id=2362,https://godeacs.com/roster.aspx?rp_id=2296,https://godeacs.com/roster.aspx?rp_id=4782,https://godeacs.com/roster.aspx?rp_id=2324}"
Louie,Maldonado,Wayne,NJ,Delbarton School,,Columbia University,IVY,PRIVATE,0,0,40.78836,-74.531258,"{2014,2016,2013,2015}","{Sophomore,Senior,Freshman,Junior}","{5,5,19,5}","{Defender,Defender,Defender,Defender}","{5'9,5'9,5'9,5'9}","{159,159,159,159}","{https://gocolumbialions.com/roster.aspx?rp_id=7183,https://gocolumbialions.com/roster.aspx?rp_id=7978,https://gocolumbialions.com/roster.aspx?rp_id=6792,https://gocolumbialions.com/roster.aspx?rp_id=7652}"
Louis,Zingas,Warren,MI,De La Salle Collegiate High School,,Brown University,IVY,PRIVATE,4,0,42.51545,-82.975691,"{2016,2015,2017,2014}","{Junior,Sophomore,Senior,Freshman}","{28,28,28,28}","{Defender,Defender,Defender,Defender}","{5'11,5'11,5'11,5'11}","{170,170,170,170}","{https://brownbears.com/roster.aspx?rp_id=3497,https://brownbears.com/roster.aspx?rp_id=3469,https://brownbears.com/roster.aspx?rp_id=3525,https://brownbears.com/roster.aspx?rp_id=3441}"
Lucas,McBride,Rye Brook,NY,Blind Brook High School,,Boston University,PATRIOT,PUBLIC,4,0,41.031795,-73.674581,"{2015,2014,2012,2013}","{Senior,Junior,Freshman,Sophomore}","{17,17,17,17}","{Forward,Forward,Forward,Forward}","{6'1,6'1,6'1,6'1}","{180,180,180,180}","{https://goterriers.com/roster.aspx?rp_id=6720,https://goterriers.com/roster.aspx?rp_id=3056,https://goterriers.com/roster.aspx?rp_id=3118,https://goterriers.com/roster.aspx?rp_id=3091}"
Lukas,Czinger,Los Angeles,CA,Harvard-Westlake,,Yale University,IVY,PRIVATE,2,0,34.08891,-118.433891,"{2014,2015,2013,2012}","{Junior,Senior,Sophomore,Freshman}","{4,4,4,19}","{Defender,Defender,Defender,Defender}","{5'10,5'10,5'10,5'10}","{155,155,155,155}","{http://www.yalebulldogs.com/sports/m-soccer/2014-15/bios/albrecht_henry_pjjd,http://www.yalebulldogs.com/sports/m-soccer/2015-16/bios/albrecht_henry_dzah,http://www.yalebulldogs.com/sports/m-soccer/2013-14/bios/albrecht_henry_x63h,http://www.yalebulldogs.com/sports/m-soccer/2012-13/bios/alers_nick_o7i0}"
Luke,Kiley,Dublin,OH,Dublin Coffman High School,,Georgetown University,BIG EAST,PUBLIC,1,0,40.107343,-83.130496,{2018},{Freshman},{16},{Forward},{5'9},{160},{http://georgetown.sidearmsports.com/roster.aspx?rp_id=8702}
Luke,Rossi,East Hanover,NJ,Delbarton School,,Columbia University,IVY,PRIVATE,0,0,40.78836,-74.531258,"{2012,2013,2014,2015}","{Freshman,Sophomore,Junior,Senior}","{33,33,1,1}","{Goalkeeper,Goalkeeper,Goalkeeper,Goalkeeper}","{6'0,6'0,6'0,6'0}","{175,175,175,175}","{https://gocolumbialions.com/roster.aspx?rp_id=6285,https://gocolumbialions.com/roster.aspx?rp_id=6799,https://gocolumbialions.com/roster.aspx?rp_id=7188,https://gocolumbialions.com/roster.aspx?rp_id=7673}"
Mac,Burke,La Plata,MD,DeMatha Catholic High School,,Naval Academy,PATRIOT,PRIVATE,4,0,38.95803,-76.942441,"{2015,2016,2014,2017}","{Sophomore,Junior,Freshman,Senior}","{29,1,29,1}","{Goalkeeper,Goalkeeper,Goalkeeper,Goalkeeper}","{5'9,5'9,5'9,5'9}","{175,175,171,175}","{https://navysports.com/roster.aspx?rp_id=5334,https://navysports.com/roster.aspx?rp_id=5275,https://navysports.com/roster.aspx?rp_id=5364,https://navysports.com/roster.aspx?rp_id=5246}"
Mac,Mazzola,Chagrin Falls,OH,Chagrin Falls High School,,Northwestern University,BIG TEN,PUBLIC,3,0,41.426654,-81.380341,"{2016,2017,2018}","{Freshman,Sophomore,Junior}","{8,8,8}","{Forward,Forward,Forward}","{6'4,6'4,6'4}","{185,185,185}","{https://nusports.com/roster.aspx?rp_id=4772&path=msoc,https://nusports.com/roster.aspx?rp_id=5422&path=msoc,https://nusports.com/roster.aspx?rp_id=8102&path=msoc}"
Macario,Hing-Glover,Phoenix,AZ,Chaparral High School,,Duke University,ATLANTIC COAST,PUBLIC,3,0,33.577489,-111.931685,"{2014,2016,2015}","{Freshman,Junior,Sophomore}","{27,27,27}","{Forward,Forward,Forward}","{6'0,6'0,6'0}","{170,170,170}","{http://www.goduke.com/ViewArticle.dbml?ATCLID=209577966&DB_OEM_ID=4200&Q_SEASON=2014,http://www.goduke.com/ViewArticle.dbml?ATCLID=209577966&DB_OEM_ID=4200&Q_SEASON=2016,http://www.goduke.com/ViewArticle.dbml?ATCLID=209577966&DB_OEM_ID=4200&Q_SEASON=2015}"
Madison,Heck,Sammamish,WA,Eastlake High School,,Cornell University,IVY,PUBLIC,0,0,47.613559,-122.031221,"{2013,2016,2015,2014}","{Freshman,Senior,Junior,Sophomore}","{10,10,10,10}","{Midfielder,Midfielder,Midfielder,Midfielder}","{6'2,6'2,6'2,6'2}","{165,165,165,165}","{https://cornellbigred.com/roster.aspx?rp_id=33768&path=msoccer,https://cornellbigred.com/roster.aspx?rp_id=42614&path=msoccer,https://cornellbigred.com/roster.aspx?rp_id=41372&path=msoccer,https://cornellbigred.com/roster.aspx?rp_id=39818&path=msoccer}"
Magnus,Benediktsson,Reykjavik,Iceland,Menntaskolinn vid Hamrahlid,,Boston University,PATRIOT,INTERNATIONAL,2,1,64.1306674,-21.9054393,"{2016,2015}","{Sophomore,Freshman}","{26,26}","{Midfielder,Midfielder}","{5'6,5'6}","{135,135}","{https://goterriers.com/roster.aspx?rp_id=6693,https://goterriers.com/roster.aspx?rp_id=3031}"
Mahmoud,Talaat,Alexandria,Egypt,Schutz American School,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,INTERNATIONAL,2,0,31.241582,29.974442,"{2007,2008,2006}","{Sophomore,Junior,Freshman}","{1,1,1}","{Goalkeeper,Goalkeeper,Goalkeeper}","{6'2,6'2,6'2}","{180,180,180}","{https://nuhuskies.com/roster.aspx?rp_id=5493,https://nuhuskies.com/roster.aspx?rp_id=5463,https://nuhuskies.com/roster.aspx?rp_id=5515}"
Manny,Sevillano,West Hartford,CT,Conard High School,,Syracuse University,ATLANTIC COAST,PUBLIC,2,0,41.736364,-72.751311,"{2010,2008,2009}","{Senior,Sophomore,Junior}","{19,19,19}","{Midfielder,Midfielder,Midfielder}","{5'10,5'10,5'10}","{161,161,161}","{https://cuse.com/roster.aspx?rp_id=7668,https://cuse.com/roster.aspx?rp_id=4935,https://cuse.com/roster.aspx?rp_id=6717}"
Marc,Teitelbaum,Upper Saddle River,NJ,Bergen Catholic High School,,Lafayette College,PATRIOT,PRIVATE,0,0,40.95951,-74.048611,{2011},{Freshman},{24},{Defender},{5'11},{185},{https://www.goleopards.com/roster.aspx?rp_id=3314}
Mark,Fasano,Freehold,NJ,Freehold Township High School,,American University,PATRIOT,PUBLIC,1,0,40.220068,-74.281761,"{2017,2016}","{Sophomore,Freshman}","{26,31}","{Midfielder,Midfielder}","{5'8,5'8}","{145,135}","{http://www.aueagles.com/sports/m-soccer/2017-18/bios/mcconnell_oscar_upp3,http://www.aueagles.com/sports/m-soccer/2016-17/bios/plewes_john_rifc}"
Mark,Forbes,Chatham,NJ,Delbarton School,PDA,Villanova University,BIG EAST,PRIVATE,0,0,40.78836,-74.531258,{2018},{Freshman},{15},{Defender},{6'1},{155},{https://villanova.com/roster.aspx?rp_id=7225}
Mark,Garcia,Tempe,AZ,McClintock High School,,Naval Academy,PATRIOT,PUBLIC,2,0,33.397572,-111.907502,"{2008,2009}","{Junior,Senior}","{16,10}","{Midfielder,Midfielder}","{5'7,5'9}","{145,160}","{https://navysports.com/roster.aspx?rp_id=5514,https://navysports.com/roster.aspx?rp_id=5486}"
Mark,Kramarchuk,Mount Vernon,NY,Fordham Preparatory School,,Bucknell University,PATRIOT,PRIVATE,0,0,40.864296,-73.88591,"{2014,2013,2015}","{Junior,Sophomore,Senior}","{4,4,4}","{Defender,Defender,Defender}","{6'0,6'0,6'0}","{178,180,178}","{https://bucknellbison.com/roster.aspx?rp_id=1659,https://bucknellbison.com/roster.aspx?rp_id=1188,https://bucknellbison.com/roster.aspx?rp_id=1926}"
Mark,Wilber,Tijeras,NM,Albuquerque Academy,,Georgetown University,BIG EAST,PRIVATE,3,0,35.152135,-106.55172,"{2008,2007,2010,2009}","{Freshman,Freshman,Senior,Junior}","{0,0,0,0}","{Goalkeeper,Goalkeeper,Goalkeeper,Goalkeeper}","{6'4,6'4,6'4,6'4}","{210,200,210,210}","{http://georgetown.sidearmsports.com/roster.aspx?rp_id=4425,http://georgetown.sidearmsports.com/roster.aspx?rp_id=4451,http://georgetown.sidearmsports.com/roster.aspx?rp_id=4376,http://georgetown.sidearmsports.com/roster.aspx?rp_id=4402}"
Martin,Lasprilla,Weston,FL,Cypress Bay High School,USMAPS,Army West Point,PATRIOT,PUBLIC,1,0,26.065463,-80.39784,{2015},{Freshman},{14},{Midfielder},{5'10},{168},{https://goarmywestpoint.com/roster.aspx?rp_id=7329&path=msoc}
Matt,Armstrong,Phoenix,AZ,North Canyon High School,,University of Notre Dame,ATLANTIC COAST,PUBLIC,3,0,33.656569,-112.044854,"{2008,2007,2009}","{Sophomore,Freshman,Junior}","{15,15,15}","{Midfielder,Midfielder,Midfielder}","{5'7,5'7,5'7}","{155,155,155}","{https://und.com/roster.aspx?rp_id=4997,https://und.com/roster.aspx?rp_id=5026,https://und.com/roster.aspx?rp_id=4966}"
Matt,Bautista,Rockville,MD,DeMatha Catholic High School,Coastal Carolina,Loyola University Maryland,PATRIOT,PRIVATE,2,0,38.95803,-76.942441,"{2016,2015}","{Junior,Sophomore}","{34,34}","{Midfielder,Midfielder}","{6'2,6'2}","{185,185}","{https://loyolagreyhounds.com/roster.aspx?rp_id=2179,https://loyolagreyhounds.com/roster.aspx?rp_id=2204}"
Matt,Bautista,Rockville,MD,DeMatha Catholic High School,,Loyola University Maryland,PATRIOT,PRIVATE,1,0,38.95803,-76.942441,{2017},{Senior},{34},{Midfielder},{6'2},{185},{https://loyolagreyhounds.com/roster.aspx?rp_id=2155}
Matt,Habrowski,Berkley,MI,Brother Rice High School,,University of Notre Dame,ATLANTIC COAST,PRIVATE,3,0,42.53576,-83.261651,"{2017,2015,2014,2013,2016}","{Graduate,Junior,Sophomore,Freshman,Senior}","{4,4,4,23,4}","{Defender,Defender,Defender,Defender,Defender}","{6'2,6'2,6'2,6'2,6'2}","{189,175,175,175,189}","{https://und.com/roster.aspx?rp_id=9100,https://und.com/roster.aspx?rp_id=4793,https://und.com/roster.aspx?rp_id=4830,https://und.com/roster.aspx?rp_id=4856,https://und.com/roster.aspx?rp_id=4765}"
Matt,Kagie,Greenwood Village,CO,Cherry Creek High School,,Cornell University,IVY,PUBLIC,1,0,39.629938,-104.881601,"{2012,2011}","{Sophomore,Freshman}","{16,16}","{Forward,Forward}","{5'8,5'8}","{157,157}","{https://cornellbigred.com/roster.aspx?rp_id=30042&path=msoccer,https://cornellbigred.com/roster.aspx?rp_id=24114&path=msoccer}"
Matt,McCraith,Clarence,NY,Canisius High School,,Naval Academy,PATRIOT,PRIVATE,2,0,42.916172,-78.869871,"{2015,2016}","{Freshman,Sophomore}","{4,4}","{Midfielder,Midfielder}","{5'11,5'11}","{170,170}","{https://navysports.com/roster.aspx?rp_id=5310,https://navysports.com/roster.aspx?rp_id=5278}"
Matt,O'Connell,Little Egg Harbor,NJ,Pinelands,,American University,PATRIOT,PUBLIC,1,0,39.683434,-74.530179,"{2018,2017}","{Sophomore,Freshman}","{27,27}","{Midfielder,Midfielder}","{5'8,5'7}","{155,155}","{http://www.aueagles.com/sports/m-soccer/2018-19/bios/mino_john_j69w,http://www.aueagles.com/sports/m-soccer/2017-18/bios/mcconnell_oscar_upp3}"
Matt,Reichenbach,Kingsville,MD,Loyola Blakefield,,Lafayette College,PATRIOT,PRIVATE,4,0,39.40276,-76.627201,"{2007,2009,2006,2008}","{Sophomore,Senior,Freshman,Junior}","{3,3,3,3}","{Defender,Defender,Defender,Defender}","{6'1,6'1,6'1,6'1}","{175,175,175,175}","{https://www.goleopards.com/roster.aspx?rp_id=3410,https://www.goleopards.com/roster.aspx?rp_id=3365,https://www.goleopards.com/roster.aspx?rp_id=3430,https://www.goleopards.com/roster.aspx?rp_id=3391}"
Matt,Rytel,Pittsburgh,PA,Shady Side Academy,,Brown University,IVY,PRIVATE,1,0,40.52379,-79.886911,{2018},{Junior},{28},{Midfielder},{6'0},{165},{https://brownbears.com/roster.aspx?rp_id=9147}
Matt,Rytel,Pittsburgh,PA,Shady Side Academy,,Lafayette College,PATRIOT,PRIVATE,1,0,40.52379,-79.886911,"{2017,2016}","{Sophomore,Freshman}","{8,22}","{Midfielder,Midfielder}","{NULL,NULL}","{175,175}","{https://www.goleopards.com/roster.aspx?rp_id=3131,https://www.goleopards.com/roster.aspx?rp_id=3172}"
Matt,Sanchez,Owings Mills,MD,McDonogh School,Old Dominion,Loyola University Maryland,PATRIOT,PRIVATE,3,1,39.396257,-76.778652,"{2015,2014,2016}","{Junior,Sophomore,Senior}","{1,1,1}","{Goalkeeper,Goalkeeper,Goalkeeper}","{6'2,6'2,6'2}","{180,180,180}","{https://loyolagreyhounds.com/roster.aspx?rp_id=2180,https://loyolagreyhounds.com/roster.aspx?rp_id=2207,https://loyolagreyhounds.com/roster.aspx?rp_id=2157}"
