id,Roster_Year,Number,First_Name,Last_Name,Potential_Starts,GP,GS,Is_Starter,College
438,2016,21,Andreas,Suri,19,18,9,N,Wofford College
439,2017,21,Andreas,Suri,19,16,0,N,Wofford College
440,2018,21,Andreas,Suri,17,11,3,N,Wofford College
441,2007,13,Andrej,Bjegovic,20,7,0,N,Boston University
442,2016,3,Andres,Camacho,21,8,5,N,Villanova University
443,2018,8,Andres,Chacon,17,4,0,N,College of the Holy Cross
444,2018,3,Andres,Camacho,17,16,5,N,Villanova University
445,2018,1,Andreu,Cases Mundet,21,20,20,Y,Wake Forest University
446,2007,7,Andrew,Batule,18,15,11,Y,Army West Point
447,2007,20,Andrew,Kydes,18,16,9,Y,Army West Point
448,2008,10,Andrew,Kydes,17,17,15,Y,Army West Point
449,2009,10,Andrew,Kydes,16,16,13,Y,Army West Point
450,2010,25,Andrew,Trahan,17,1,0,N,Army West Point
451,2006,15,Andrew,Bassi,19,2,0,N,Boston University
452,2008,15,Andrew,Bassi,21,2,0,N,Boston University
453,2017,30,Andrew,Hoang,19,1,0,N,Boston University
454,2010,4,Andrew,Mercier,19,1,0,N,Colgate University
455,2012,5,Andrew,Thompson,19,2,0,N,Colgate University
456,2007,9,Andrew,Olsen,18,18,13,Y,Dartmouth College
457,2008,7,Andrew,Olsen,19,19,18,Y,Dartmouth College
458,2009,7,Andrew,Olsen,18,16,13,Y,Dartmouth College
459,2010,7,Andrew,Olsen,20,20,19,Y,Dartmouth College
460,2007,25,Andrew,Antila,20,1,0,N,Duke University
461,2009,10,Andrew,Wenger,21,21,21,Y,Duke University
462,2010,10,Andrew,Wenger,20,20,20,Y,Duke University
463,2011,10,Andrew,Wenger,22,22,22,Y,Duke University
464,2011,7,Andrew,Morales,22,22,22,Y,Duke University
465,2006,14,Andrew,Krysiak,19,16,5,N,Furman University
466,2007,14,Andrew,Krysiak,23,8,0,N,Furman University
467,2008,14,Andrew,Krysiak,20,18,11,Y,Furman University
468,2006,1,Andrew,Keszler,17,9,9,Y,Georgetown University
469,2012,26,Andrew,Chang,17,10,3,N,Harvard University
470,2013,11,Andrew,Chang,17,16,12,Y,Harvard University
471,2013,18,Andrew,Wheeler-Omiunu,17,17,14,Y,Harvard University
472,2014,11,Andrew,Chang,17,16,12,Y,Harvard University
473,2014,18,Andrew,Wheeler-Omiunu,17,17,14,Y,Harvard University
474,2015,6,Andrew,Chang,17,16,15,Y,Harvard University
475,2015,10,Andrew,Wheeler-Omiunu,17,15,15,Y,Harvard University
476,2016,10,Andrew,Wheeler-Omiunu,15,15,15,Y,Harvard University
477,2011,5,Andrew,Butterworth,17,17,12,Y,College of the Holy Cross
478,2012,19,Andrew,Rhodes,17,15,8,N,College of the Holy Cross
479,2007,0,Andrew,Pianko,20,4,4,N,Lafayette College
480,2008,0,Andrew,Pianko,19,12,11,Y,Lafayette College
481,2009,0,Andrew,Pianko,19,11,4,N,Lafayette College
482,2010,0,Andrew,Pianko,18,15,15,Y,Lafayette College
483,2013,6,Andrew,Gonzalez,18,9,0,N,Lafayette College
484,2014,6,Andrew,Gonzalez,18,17,17,Y,Lafayette College
485,2016,6,Andrew,Gonzalez,18,10,6,N,Lafayette College
486,2017,22,Andrew,Venezia,18,18,16,Y,Lafayette College
487,2013,6,Andrew,Waddington,17,11,3,N,Loyola University Maryland
488,2014,6,Andrew,Waddington,17,7,1,N,Loyola University Maryland
489,2006,15,Andrew,Garcia,16,14,1,N,Naval Academy
490,2007,15,Andrew,Garcia,17,10,0,N,Naval Academy
491,2008,15,Andrew,Garcia,18,15,11,Y,Naval Academy
492,2009,9,Andrew,Garcia,19,14,9,N,Naval Academy
493,2016,25,Andrew,Hopkins,18,14,14,Y,Naval Academy
494,2017,25,Andrew,Hopkins,17,16,14,Y,Naval Academy
495,2013,15,Andrew,Eskinazi,18,1,0,N,Northeastern University
496,2015,13,Andrew,Lombard,17,13,13,Y,Northeastern University
497,2016,3,Andrew,McLeod,18,11,9,Y,Northwestern University
498,2017,3,Andrew,McLeod,19,15,10,Y,Northwestern University
499,2011,5,Andrew,Menendez,17,3,0,N,Princeton University
500,2011,15,Andrew,Mills,17,15,8,N,Princeton University
501,2012,15,Andrew,Mills,16,2,2,N,Princeton University
502,2013,15,Andrew,Mills,17,13,6,N,Princeton University
503,2013,11,Andrew,Doar,17,14,3,N,Princeton University
504,2013,5,Andrew,Menendez,17,2,1,N,Princeton University
505,2014,15,Andrew,Mills,17,15,14,Y,Princeton University
506,2014,11,Andrew,Doar,17,14,7,N,Princeton University
507,2015,11,Andrew,Doar,17,13,1,N,Princeton University
508,2014,1,Andrew,Epstein,19,19,19,Y,Stanford University
509,2015,1,Andrew,Epstein,23,23,23,Y,Stanford University
510,2016,1,Andrew,Epstein,23,23,23,Y,Stanford University
511,2006,2,Andrew,Hawtin,16,16,14,Y,Syracuse University
512,2006,26,Andrew,Usyk,16,1,1,N,Syracuse University
513,2012,36,Andrew,Coughlin,21,3,1,N,Syracuse University
514,2006,3,Andrew,Benton,23,4,0,N,University of Notre Dame
515,2006,0,Andrew,Quinn,23,5,3,N,University of Notre Dame
516,2007,3,Andrew,Benton,24,5,1,N,University of Notre Dame
517,2007,0,Andrew,Quinn,24,4,2,N,University of Notre Dame
518,2008,0,Andrew,Quinn,21,16,16,Y,University of Notre Dame
519,2009,16,Andrew,Luttrell,23,3,0,N,University of Notre Dame
520,2009,0,Andrew,Quinn,23,12,12,Y,University of Notre Dame
521,2010,16,Andrew,Luttrell,20,6,0,N,University of Notre Dame
522,2011,12,Andrew,O'Malley,18,1,0,N,University of Notre Dame
523,2012,12,Andrew,O'Malley,22,15,15,Y,University of Notre Dame
524,2013,12,Andrew,O'Malley,24,24,24,Y,University of Notre Dame
525,2014,12,Andrew,O'Malley,21,12,12,Y,University of Notre Dame
526,2011,0,Andrew,Weakly,21,1,0,N,Villanova University
527,2012,0,Andrew,Weakly,20,1,0,N,Villanova University
528,2013,25,Andrew,Weakly,18,17,16,Y,Villanova University
529,2006,2,Andrew,Hoxie,19,19,19,Y,College of William & Mary
530,2007,22,Andrew,McAdams,21,19,18,Y,College of William & Mary
531,2008,2,Andrew,Hoxie,21,15,9,N,College of William & Mary
532,2008,1,Andrew,McAdams,21,21,21,Y,College of William & Mary
533,2008,26,Andrew,Mahan,21,5,1,N,College of William & Mary
534,2009,2,Andrew,Hoxie,19,19,12,Y,College of William & Mary
535,2009,6,Andrew,Mahan,19,2,0,N,College of William & Mary
536,2009,1,Andrew,McAdams,19,19,19,Y,College of William & Mary
537,2010,2,Andrew,Hinnant,22,12,4,N,College of William & Mary
538,2010,6,Andrew,Mahan,22,3,1,N,College of William & Mary
539,2010,1,Andrew,McAdams,22,22,22,Y,College of William & Mary
540,2011,12,Andrew,Kestler,19,14,2,N,College of William & Mary
541,2011,6,Andrew,Mahan,19,18,18,Y,College of William & Mary
542,2011,2,Andrew,Hinnant,19,10,7,N,College of William & Mary
543,2012,12,Andrew,Kestler,18,13,5,N,College of William & Mary
544,2012,2,Andrew,Hinnant,18,9,5,N,College of William & Mary
545,2013,12,Andrew,Kestler,19,8,4,N,College of William & Mary
546,2014,12,Andrew,Kestler,18,10,0,N,College of William & Mary
547,2008,21,Andrew,Eppelsheimer,19,18,17,Y,Wofford College
548,2009,21,Andrew,Eppelsheimer,18,18,18,Y,Wofford College
549,2011,1,Andrew,Drennan,19,13,12,Y,Wofford College
550,2011,15,Andrew,Elliott,19,16,9,N,Wofford College
551,2012,1,Andrew,Drennan,21,21,21,Y,Wofford College
552,2012,15,Andrew,Elliott,21,1,0,N,Wofford College
553,2016,16,Andrew,Carton,16,16,15,Y,Yale University
554,2016,30,Andrew,Bortey,16,3,1,N,Yale University
555,2017,16,Andrew,Carton,16,16,13,Y,Yale University
556,2017,30,Andrew,Bortey,16,3,3,N,Yale University
557,2018,16,Andrew,Carton,16,12,3,N,Yale University
558,2018,30,Andrew,Bortey,16,1,1,N,Yale University
559,2018,20,Andrew,Hevener,17,3,1,N,Cornell University
560,2018,3,Andrew,McLeod,20,11,11,Y,Northwestern University
561,2018,7,Andrew,Venezia,17,17,16,Y,Lafayette College
562,2018,16,Andrew,Aprahamian,21,21,21,Y,Stanford University
563,2018,23,Andrew,Gregory,17,11,9,Y,Naval Academy
564,2018,25,Andrew,Hopkins,17,8,4,N,Naval Academy
565,2018,6,Andrew,Stevens,16,15,13,Y,Columbia University
566,2018,30,Andrew,Thomas,21,21,21,Y,Stanford University
567,2009,20,Andy,Riemer,19,19,2,N,Georgetown University
568,2010,20,Andy,Riemer,20,19,16,Y,Georgetown University
569,2011,20,Andy,Riemer,19,19,19,Y,Georgetown University
570,2012,20,Andy,Riemer,26,25,25,Y,Georgetown University
571,2007,26,Andy,Hampson,17,5,0,N,Naval Academy
572,2009,3,Andy,Shorten,17,16,12,Y,Yale University
573,2009,12,Andy,Hackbarth,17,14,14,Y,Yale University
574,2010,3,Andy,Shorten,17,17,17,Y,Yale University
575,2010,12,Andy,Hackbarth,17,17,17,Y,Yale University
576,2012,12,Andy,Hackbarth,17,12,12,Y,Yale University
577,2007,9,Anthony,Moy,18,12,1,N,American University
578,2008,9,Anthony,Moy,19,19,8,N,American University
579,2007,21,Anthony,Magliocco,18,3,0,N,Army West Point
580,2010,19,Anthony,Ciccone,17,16,5,N,Boston University
581,2011,4,Anthony,Ciccone,18,18,8,N,Boston University
582,2012,4,Anthony,Ciccone,18,18,18,Y,Boston University
583,2013,4,Anthony,Ciccone,17,17,17,Y,Boston University
584,2015,14,Anthony,Viteri,20,16,15,Y,Boston University
585,2016,14,Anthony,Viteri,17,15,15,Y,Boston University
586,2007,23,Anthony,Tijero,18,5,0,N,Harvard University
587,2006,11,Anthony,Sepe,17,17,17,Y,Lafayette College
588,2007,11,Anthony,Sepe,20,18,18,Y,Lafayette College
589,2006,2,Anthony,Parker,16,14,4,N,Naval Academy
590,2007,2,Anthony,Parker,17,17,17,Y,Naval Academy
591,2015,10,Anthony,Jeffries,22,9,9,N,SMU
592,2007,10,Anthony,Griffith,20,20,2,N,Villanova University
593,2008,10,Anthony,Griffith,19,17,1,N,Villanova University
594,2008,17,Anthony,Yeboah,19,13,2,N,Villanova University
595,2009,10,Anthony,Griffith,19,18,7,N,Villanova University
596,2010,10,Anthony,Griffith,19,19,3,N,Villanova University
597,2018,29,Anthony,Rovito,16,15,1,N,University of Pennsylvania
598,2008,13,Antoine,Hoppenot,17,17,16,Y,Princeton University
599,2009,9,Antoine,Hoppenot,18,17,15,Y,Princeton University
600,2010,9,Antoine,Hoppenot,18,18,18,Y,Princeton University
601,2011,9,Antoine,Hoppenot,17,17,17,Y,Princeton University
602,2010,13,Antoine,Crettex,17,3,0,N,Yale University
603,2015,10,Antonio,Bustamante,17,12,12,Y,College of William & Mary
604,2016,10,Antonio,Bustamante,21,21,21,Y,College of William & Mary
605,2017,10,Antonio,Bustamante,21,21,21,Y,College of William & Mary
606,2018,10,Antonio,Bustamante,18,15,14,Y,College of William & Mary
607,2018,33,Antonio,Chavez Borrelli,16,14,13,Y,Boston College
608,2013,12,Antony,Sare,17,9,0,N,Loyola University Maryland
609,2014,12,Antony,Sare,17,16,5,N,Loyola University Maryland
610,2015,12,Antony,Sare,17,17,13,Y,Loyola University Maryland
611,2015,8,Aram,Ouligian,19,19,19,Y,Colgate University
612,2016,8,Aram,Ouligian,22,22,22,Y,Colgate University
613,2017,8,Aram,Ouligian,24,24,24,Y,Colgate University
614,2018,8,Aram,Ouligian,23,22,22,Y,Colgate University
615,2017,9,Aramis,Kouzine,3,3,3,Y,University of Pennsylvania
616,2014,13,Archie,Kinnane,17,16,13,Y,Yale University
617,2015,13,Archie,Kinnane,17,14,14,Y,Yale University
618,2016,13,Archie,Kinnane,16,15,13,Y,Yale University
619,2017,13,Archie,Kinnane,16,14,13,Y,Yale University
620,2017,9,Arda,Bulut,23,9,1,N,Stanford University
621,2018,9,Arda,Bulut,21,21,1,N,Stanford University
622,2017,12,Ari,Rosenzweig,19,15,0,N,Bucknell University
623,2018,7,Aristotle,Zarris,21,20,13,Y,Wake Forest University
624,2008,7,Armin,Kinigadner,19,19,13,Y,Wofford College
625,2009,7,Armin,Kinigadner,18,17,15,Y,Wofford College
626,2014,9,Arno,Rupp,17,16,1,N,College of the Holy Cross
627,2015,9,Arno,Rupp,18,18,5,N,College of the Holy Cross
628,2016,9,Arno,Rupp,18,15,3,N,College of the Holy Cross
629,2017,9,Arno,Rupp,20,20,12,Y,College of the Holy Cross
630,2010,20,Arnold,Chun,17,17,15,Y,Army West Point
631,2011,20,Arnold,Chun,18,8,0,N,Army West Point
632,2012,20,Arnold,Chun,17,17,12,Y,Army West Point
633,2018,18,Arnor,Adalsteinsson,22,22,22,Y,Furman University
634,2017,29,Aron,Rudich,17,4,2,N,Dartmouth College
635,2008,2,Arthur,Harris,19,5,0,N,Dartmouth College
636,2009,2,Arthur,Harris,18,5,1,N,Dartmouth College
637,2010,2,Arthur,Harris,20,2,0,N,Dartmouth College
638,2011,2,Arthur,Harris,18,11,6,N,Dartmouth College
639,2016,20,Arty,Kouzine,17,12,1,N,University of Pennsylvania
640,2014,7,Arun,Basuljevic,23,22,14,Y,Georgetown University
641,2015,7,Arun,Basuljevic,21,21,21,Y,Georgetown University
642,2016,7,Arun,Basuljevic,17,17,17,Y,Georgetown University
643,2016,9,Asa,Silverman,15,11,2,N,Harvard University
644,2018,9,Asa,Silverman,16,2,1,N,Harvard University
645,2006,24,Asher,McClellan,19,1,0,N,Boston University
646,2017,1,Asher,Carlson,18,1,0,N,Lafayette College
647,2013,20,Ashi,Geberkidane,17,13,10,Y,Harvard University
648,2014,20,Ashi,Geberkidane,17,13,10,Y,Harvard University
649,2013,6,Atobra,Ampadu,18,18,11,Y,Boston College
650,2014,3,Atobra,Ampadu,16,16,16,Y,Boston College
651,2015,3,Atobra,Ampadu,21,21,17,Y,Boston College
652,2011,23,Atticus,DeProspo,16,15,12,Y,Cornell University
653,2017,5,Aubrey,Evans,17,1,0,N,Army West Point
654,2014,9,Aubrey,Jones,20,12,0,N,Naval Academy
655,2015,9,Aubrey,Jones,18,18,5,N,Naval Academy
656,2016,9,Aubrey,Jones,18,18,18,Y,Naval Academy
657,2017,9,Aubrey,Jones,17,17,17,Y,Naval Academy
658,2010,27,Ausin,Bowers,20,19,12,Y,Dartmouth College
659,2014,22,Austin,Britt,18,17,17,Y,Air Force Academy
660,2016,13,Austin,Dewing,22,22,18,Y,Air Force Academy
661,2016,9,Austin,Guerrero,22,22,3,N,Air Force Academy
662,2017,13,Austin,Dewing,20,20,9,N,Air Force Academy
663,2017,9,Austin,Guerrero,20,18,1,N,Air Force Academy
664,2017,9,Austin,D'Anna,19,19,12,Y,Boston University
665,2011,9,Austin,Mandel,3,2,1,N,Brown University
666,2016,29,Austin,Lind,17,2,2,N,Brown University
667,2017,29,Austin,Lind,17,14,8,N,Brown University
668,2008,27,Austin,Bowers,19,8,3,N,Dartmouth College
669,2009,27,Austin,Bowers,18,18,13,Y,Dartmouth College
670,2008,13,Austin,McDaniel,20,2,0,N,Duke University
671,2009,13,Austin,McDaniel,21,3,0,N,Duke University
672,2010,13,Austin,McDaniel,20,5,0,N,Duke University
673,2011,2,Austin,Martz,19,16,0,N,Georgetown University
674,2012,2,Austin,Martz,26,19,0,N,Georgetown University
675,2013,2,Austin,Martz,21,18,7,N,Georgetown University
676,2014,2,Austin,Martz,23,21,21,Y,Georgetown University
677,2008,1,Austin,Harms,18,13,12,Y,Harvard University
678,2009,1,Austin,Harms,19,18,18,Y,Harvard University
679,2010,1,Austin,Harms,17,13,13,Y,Harvard University
680,2011,1,Austin,Harms,17,15,14,Y,Harvard University
681,2009,14,Austin,Decker,18,18,15,Y,Lehigh University
682,2010,14,Austin,Decker,18,14,13,Y,Lehigh University
683,2014,8,Austin,Decker,19,17,12,Y,Lehigh University
684,2015,22,Austin,Decker,22,19,2,N,Lehigh University
685,2017,25,Austin,Vincent,21,4,0,N,SMU
686,2014,17,Austin,Meyer,19,19,18,Y,Stanford University
687,2015,0,Austin,Aviza,25,9,9,N,Syracuse University
688,2010,25,Austin,Kinn,19,2,0,N,University of Pennsylvania
689,2011,17,Austin,Kinn,17,14,3,N,University of Pennsylvania
690,2012,19,Austin,Kinn,16,14,12,Y,University of Pennsylvania
691,2013,19,Austin,Kinn,18,18,16,Y,University of Pennsylvania
692,2014,5,Austin,Kuhn,17,17,7,N,University of Pennsylvania
693,2015,6,Austin,Kuhn,16,16,9,Y,University of Pennsylvania
694,2016,6,Austin,Kuhn,17,16,6,N,University of Pennsylvania
695,2017,6,Austin,Kuhn,3,3,3,Y,University of Pennsylvania
696,2016,14,Austin,Tuggle,19,19,10,Y,Wofford College
697,2017,14,Austin,Tuggle,19,19,19,Y,Wofford College
698,2018,9,Austin,D'Anna,19,12,10,Y,Boston University
699,2018,19,Austin,Riddick,21,1,0,N,Georgetown University
700,2018,29,Austin,Lind,17,7,0,N,Brown University
701,2018,22,Austin,Vincent,18,10,0,N,SMU
702,2018,3,Austin,Dewing,22,22,22,Y,Air Force Academy
703,2018,14,Austin,Tuggle,17,4,1,N,Wofford College
704,2018,9,Austin,Guerrero,22,21,3,N,Air Force Academy
705,2012,15,Avery,Schwartz,17,17,3,N,Yale University
706,2013,15,Avery,Schwartz,17,13,4,N,Yale University
707,2014,9,Avery,Schwartz,17,11,5,N,Yale University
708,2015,9,Avery,Schwartz,17,17,7,N,Yale University
709,2018,25,Avi,Eller,16,8,3,N,Columbia University
710,2008,17,Ayo,Olasupo,17,4,0,N,Lehigh University
711,2009,19,Ayo,Olasupo,18,15,4,N,Lehigh University
712,2010,19,Ayo,Olasupo,18,15,2,N,Lehigh University
713,2011,19,Ayo,Olasupo,18,15,1,N,Lehigh University
714,2007,13,B.J.,Glenn,20,18,9,N,Lafayette College
715,2008,11,B.J.,Glenn,19,19,19,Y,Lafayette College
716,2009,11,B.J.,Glenn,19,15,11,Y,Lafayette College
717,2010,11,B.J.,Glenn,18,15,13,Y,Lafayette College
718,2008,6,Baba,Omosegbon,18,16,5,N,Harvard University
719,2009,6,Baba,Omosegbon,19,18,17,Y,Harvard University
720,2010,6,Baba,Omosegbon,17,12,12,Y,Harvard University
721,2011,6,Baba,Omosegbon,17,14,7,N,Harvard University
722,2015,8,Babacar,Gadiaga,19,15,6,N,Dartmouth College
723,2016,8,Babacar,Gadiaga,19,11,5,N,Dartmouth College
724,2017,8,Babacar,Gadiaga,17,4,1,N,Dartmouth College
725,2018,8,Babacar,Gadiaga,17,4,1,N,Dartmouth College
726,2013,20,Bakie,Goodman,21,20,12,Y,Georgetown University
727,2014,20,Bakie,Goodman,23,23,22,Y,Georgetown University
728,2015,20,Bakie,Goodman,21,21,21,Y,Georgetown University
729,2016,20,Bakie,Goodman,17,16,16,Y,Georgetown University
730,2018,23,Baraka,Kiingi,23,23,13,Y,Colgate University
731,2018,7,Bardia,Kimiavi,20,19,13,Y,Northwestern University
732,2011,2,Barrett,Metzger,22,22,22,Y,Colgate University
733,2012,2,Barrett,Metzger,19,19,19,Y,Colgate University
734,2013,2,Barrett,Metzger,20,20,20,Y,Colgate University
735,2016,11,Barry,Sharifi,18,17,15,Y,Loyola University Maryland
736,2017,11,Barry,Sharifi,18,18,17,Y,Loyola University Maryland
737,2018,11,Barry,Sharifi,17,17,17,Y,Loyola University Maryland
738,2018,17,Bayne,Bentley,17,17,15,Y,Naval Academy
739,2009,2,Bayo,Adafin,17,16,10,Y,Colubmia University
740,2010,2,Bayo,Adafin,17,17,9,Y,Columbia University
741,2011,9,Beau,Gordon,17,6,0,N,College of the Holy Cross
742,2012,9,Beau,Gordon,17,10,5,N,College of the Holy Cross
743,2013,9,Beau,Gordon,20,1,0,N,College of the Holy Cross
744,2014,4,Ben,Kern,18,17,3,N,Air Force Academy
745,2016,0,Ben,Blessing,22,1,0,N,Air Force Academy
746,2008,11,Ben,Berube,21,21,21,Y,Boston University
747,2009,11,Ben,Berube,18,18,18,Y,Boston University
748,2009,19,Ben,Havey,18,12,11,Y,Boston University
749,2010,11,Ben,Berube,17,17,17,Y,Boston University
750,2010,4,Ben,Havey,17,17,17,Y,Boston University
751,2011,11,Ben,Berube,18,16,15,Y,Boston University
752,2015,5,Ben,Valek,20,15,11,Y,Boston University
753,2016,5,Ben,Valek,17,16,13,Y,Boston University
754,2017,5,Ben,Valek,19,12,11,Y,Boston University
755,2011,13,Ben,Maurey,3,3,0,N,Brown University
756,2012,13,Ben,Maurey,19,18,12,Y,Brown University
757,2013,13,Ben,Maurey,17,3,2,N,Brown University
758,2014,11,Ben,Maurey,17,16,16,Y,Brown University
759,2017,23,Ben,Derleth,19,19,19,Y,Bucknell University
760,2015,26,Ben,Snider,19,5,0,N,Colgate University
761,2016,26,Ben,Snider,22,4,0,N,Colgate University
762,2017,11,Ben,Snider,24,8,0,N,Colgate University
763,2007,26,Ben,Salmon,18,18,12,Y,Dartmouth College
764,2008,26,Ben,Salmon,19,18,13,Y,Dartmouth College
765,2009,26,Ben,Salmon,18,11,6,N,Dartmouth College
766,2016,0,Ben,Hummel,17,2,0,N,Duke University
767,2006,26,Ben,Stephens,19,2,0,N,Furman University
768,2017,1,Ben,Hale,20,19,19,Y,Furman University
769,2006,10,Ben,Jefferson-Dow,17,15,15,Y,Georgetown University
770,2008,21,Ben,Slingerland,19,2,0,N,Georgetown University
771,2009,23,Ben,Slingerland,19,3,1,N,Georgetown University
772,2010,23,Ben,Slingerland,20,19,13,Y,Georgetown University
773,2011,23,Ben,Slingerland,19,19,19,Y,Georgetown University
774,2008,12,Ben,Tsuda,18,3,0,N,Harvard University
775,2009,12,Ben,Tsuda,19,11,5,N,Harvard University
776,2010,12,Ben,Tsuda,17,15,10,Y,Harvard University
777,2011,10,Ben,Tsuda,17,16,11,Y,Harvard University
778,2006,19,Ben,Salmon,17,12,1,N,College of the Holy Cross
779,2006,0,Ben,Jacobs,17,6,6,N,Lafayette College
780,2013,16,Ben,Marks,18,4,2,N,Lafayette College
781,2014,2,Ben,Marks,18,16,14,Y,Lafayette College
782,2015,2,Ben,Marks,18,15,13,Y,Lafayette College
783,2016,2,Ben,Marks,18,13,12,Y,Lafayette College
784,2010,12,Ben,Wysocki,18,18,1,N,Lehigh University
785,2010,6,Ben,Borin,18,11,6,N,Lehigh University
786,2011,12,Ben,Wysocki,18,12,2,N,Lehigh University
787,2011,6,Ben,Borin,18,9,0,N,Lehigh University
788,2012,5,Ben,Wysocki,17,17,15,Y,Lehigh University
789,2012,17,Ben,Davis,17,14,13,Y,Lehigh University
790,2012,6,Ben,Borin,17,14,12,Y,Lehigh University
791,2013,5,Ben,Wysocki,17,17,17,Y,Lehigh University
792,2013,6,Ben,Borin,17,9,1,N,Lehigh University
793,2013,17,Ben,Davis,17,12,10,Y,Lehigh University
794,2014,17,Ben,Davis,19,5,0,N,Lehigh University
795,2015,17,Ben,Davis,22,19,14,Y,Lehigh University
796,2015,3,Ben,Bates,22,14,0,N,Lehigh University
797,2008,20,Ben,Hanson,21,17,9,N,Loyola University Maryland
798,2016,12,Ben,Nicholas,18,8,2,N,Naval Academy
799,2017,12,Ben,Nicholas,17,15,3,N,Naval Academy
800,2016,26,Ben,Miller,18,4,1,N,Northwestern University
801,2017,26,Ben,Miller,19,7,0,N,Northwestern University
802,2007,4,Ben,Harms,17,17,17,Y,Princeton University
803,2007,23,Benjamin,Burton,17,12,7,N,Princeton University
804,2008,4,Ben,Harms,17,17,17,Y,Princeton University
