id,Roster_Year,Number,First_Name,Last_Name,Potential_Starts,GP,GS,Is_Starter,College
5773,2018,10,Oscar,Pereira,20,20,18,Y,Army West Point
5774,2018,11,Oscar,Greene,19,19,16,Y,Lehigh University
5775,2015,3,Oskar,Sewerin,25,3,0,N,Syracuse University
5776,2014,22,Otis,Booz,17,1,0,N,Brown University
5777,2009,22,Owen,Fox,19,5,0,N,Harvard University
5778,2015,6,Owen,Azrak,18,15,3,N,College of the Holy Cross
5779,2016,6,Owen,Azrak,18,17,11,Y,College of the Holy Cross
5780,2017,6,Owen,Azrak,20,20,19,Y,College of the Holy Cross
5781,2018,6,Owen,Azrak,17,17,16,Y,College of the Holy Cross
5782,2013,2,Oyvind,Alseth,18,18,18,Y,Syracuse University
5783,2014,2,Oyvind,Alseth,21,21,20,Y,Syracuse University
5784,2015,2,Oyvind,Alseth,25,25,25,Y,Syracuse University
5785,2016,2,Oyvind,Alseth,20,20,20,Y,Syracuse University
5786,2012,24,P.J.,Suess,17,17,1,N,Naval Academy
5787,2013,8,P.J.,Suess,22,14,0,N,Naval Academy
5788,2014,8,P.J.,Suess,20,20,20,Y,Naval Academy
5789,2015,8,P.J.,Suess,18,18,16,Y,Naval Academy
5790,2012,6,Pablo,Espinola,17,14,3,N,Yale University
5791,2015,6,Pablo,Espinola,17,15,9,Y,Yale University
5792,2013,20,Padraic,McCullaugh,18,17,13,Y,Villanova University
5793,2014,20,Padraic,McCullaugh,19,8,3,N,Villanova University
5794,2015,20,Padraic,McCullaugh,17,17,17,Y,Villanova University
5795,2016,20,Padraic,McCullaugh,21,18,14,Y,Villanova University
5796,2006,10,Padraig,Tangney,20,19,19,Y,Northeastern University
5797,2007,10,Padraig,Tangney,19,19,19,Y,Northeastern University
5798,2014,10,Panos,Nakhid,19,19,19,Y,American University
5799,2015,10,Panos,Nakhid,22,22,22,Y,American University
5800,2016,10,Panos,Nakhid,21,21,21,Y,American University
5801,2017,12,Paolo,Belloni-Urso,16,15,10,Y,Harvard University
5802,2008,22,Paolo,Iaccarino,17,12,1,N,Princeton University
5803,2009,22,Paolo,Iaccarino,18,5,0,N,Princeton University
5804,2010,22,Paolo,Iaccarino,18,4,0,N,Princeton University
5805,2011,22,Paolo,Iaccarino,17,11,1,N,Princeton University
5806,2018,22,Paolo,Carroll,16,16,12,Y,Yale University
5807,2018,11,Paolo,Belloni-Urso,16,13,11,Y,Harvard University
5808,2012,8,Parker,Dixon,17,17,16,Y,Army West Point
5809,2011,25,Parker,Powell,18,2,0,N,Boston University
5810,2012,25,Parker,Powell,18,17,14,Y,Boston University
5811,2013,25,Parker,Powell,17,10,5,N,Boston University
5812,2014,25,Parker,Powell,20,19,2,N,Boston University
5813,2011,23,Pascal,Mensah,17,13,12,Y,Harvard University
5814,2012,23,Pascal,Mensah,17,1,1,N,Harvard University
5815,2009,14,Pat,McCann,16,12,11,Y,College of the Holy Cross
5816,2010,6,Pat,McCann,18,18,18,Y,College of the Holy Cross
5817,2011,6,Pat,McCann,17,17,17,Y,College of the Holy Cross
5818,2012,6,Pat,McCann,17,17,17,Y,College of the Holy Cross
5819,2008,3,Pat,Coleman,23,22,22,Y,Northwestern University
5820,2009,3,Pat,Coleman,20,20,20,Y,Northwestern University
5821,2010,12,Pat,Gibson,18,5,1,N,Northwestern University
5822,2007,22,Pat,Farrell,17,1,1,N,Princeton University
5823,2008,6,Pat,Farrell,17,2,0,N,Princeton University
5824,2017,1,Pat,Castle,18,1,1,N,Syracuse University
5825,2006,15,Pat,Scherder,19,19,17,Y,College of William & Mary
5826,2010,18,Patrick,Mehlert,19,17,2,N,American University
5827,2011,18,Patrick,Mehlert,21,17,0,N,American University
5828,2012,18,Patrick,Mehlert,19,19,13,Y,American University
5829,2013,18,Patrick,Mehlert,20,19,19,Y,American University
5830,2007,19,Patrick,McVey,18,7,0,N,Army West Point
5831,2008,13,Patrick,McVey,17,16,6,N,Army West Point
5832,2017,13,Patrick,Mahoney,19,19,19,Y,Bucknell University
5833,2009,15,Patrick,Letourneau,17,5,4,N,Colgate University
5834,2010,15,Patrick,Letourneau,19,19,19,Y,Colgate University
5835,2011,15,Patrick,Letourneau,22,22,22,Y,Colgate University
5836,2012,15,Patrick,Letourneau,19,19,19,Y,Colgate University
5837,2011,12,Patrick,Slogic,16,16,16,Y,Cornell University
5838,2010,19,Patrick,Murray,20,11,0,N,Dartmouth College
5839,2011,19,Patrick,Murray,18,15,1,N,Dartmouth College
5840,2012,19,Patrick,Murray,16,16,6,N,Dartmouth College
5841,2013,19,Patrick,Murray,17,17,9,Y,Dartmouth College
5842,2006,9,Patrick,Murray,19,18,18,Y,Furman University
5843,2007,3,Patrick,Murray,23,23,23,Y,Furman University
5844,2007,4,Patrick,White,23,23,23,Y,Furman University
5845,2008,3,Patrick,Murray,20,18,17,Y,Furman University
5846,2008,4,Patrick,White,20,14,12,Y,Furman University
5847,2012,13,Patrick,Buckley,17,16,6,N,College of the Holy Cross
5848,2013,13,Patrick,Buckley,20,2,1,N,College of the Holy Cross
5849,2006,16,Patrick,Starsinic,20,16,15,Y,Lehigh University
5850,2006,23,Patrick,Cucci,20,13,0,N,Lehigh University
5851,2007,23,Patrick,Cucci,17,12,0,N,Lehigh University
5852,2007,16,Patrick,Starsinic,17,16,16,Y,Lehigh University
5853,2008,23,Patrick,Cucci,17,17,10,Y,Lehigh University
5854,2010,6,Patrick,Sopko,16,16,0,N,Naval Academy
5855,2011,6,Patrick,Sopko,19,16,8,N,Naval Academy
5856,2012,6,Patrick,Sopko,17,16,1,N,Naval Academy
5857,2013,6,Patrick,Sopko,22,20,1,N,Naval Academy
5858,2010,18,Patrick,O'Neil,18,18,16,Y,Princeton University
5859,2011,18,Patrick,O'Neil,17,17,16,Y,Princeton University
5860,2012,18,Patrick,O'Neil,16,16,15,Y,Princeton University
5861,2013,18,Patrick,O'Neil,17,13,10,Y,Princeton University
5862,2013,23,Patrick,Barba,17,4,1,N,Princeton University
5863,2014,8,Patrick,Barba,17,10,6,N,Princeton University
5864,2015,8,Patrick,Barba,17,17,17,Y,Princeton University
5865,2016,8,Patrick,Barba,17,17,17,Y,Princeton University
5866,2017,18,Patrick,Michael Hillyard,21,2,0,N,SMU
5867,2011,1,Patrick,Wall,18,1,0,N,University of Notre Dame
5868,2012,27,Patrick,Hodan,22,22,2,N,University of Notre Dame
5869,2013,27,Patrick,Hodan,24,22,15,Y,University of Notre Dame
5870,2013,1,Patrick,Wall,24,24,24,Y,University of Notre Dame
5871,2014,27,Patrick,Hodan,21,21,12,Y,University of Notre Dame
5872,2014,1,Patrick,Wall,21,21,21,Y,University of Notre Dame
5873,2015,27,Patrick,Hodan,22,22,22,Y,University of Notre Dame
5874,2015,25,Patrick,Berneski,22,9,7,N,University of Notre Dame
5875,2015,19,Patrick,Connolly,22,3,0,N,University of Notre Dame
5876,2016,25,Patrick,Berneski,21,4,0,N,University of Notre Dame
5877,2016,19,Patrick,Connolly,21,2,0,N,University of Notre Dame
5878,2011,23,Patrick,O'Brien,19,14,10,Y,College of William & Mary
5879,2012,23,Patrick,O'Brien,18,15,8,N,College of William & Mary
5880,2018,13,Patrick,Mahoney,17,17,16,Y,Bucknell University
5881,2018,15,Patrick,O'Hara,17,6,0,N,Bucknell University
5882,2018,25,Patrick,Berneski,21,21,21,Y,University of Notre Dame
5883,2018,16,Patrick,Adams,19,9,1,N,Lehigh University
5884,2018,18,Patrick,Michael Hillyard,18,1,1,N,SMU
5885,2006,17,Paul,Mignogna,19,15,0,N,Boston University
5886,2007,17,Paul,Mignogna,20,11,1,N,Boston University
5887,2008,6,Paul,King,21,8,0,N,Boston University
5888,2007,16,Paul,Visgilio,20,1,0,N,Colgate University
5889,2008,16,Paul,Visgilio,21,9,4,N,Colgate University
5890,2009,16,Paul,Visgilio,17,14,12,Y,Colgate University
5891,2010,16,Paul,Visgilio,19,19,18,Y,Colgate University
5892,2007,6,Paul,Dudley,20,20,11,Y,Duke University
5893,2007,20,Paul,Tearson,18,18,15,Y,College of the Holy Cross
5894,2008,13,Paul,Tearson,19,13,1,N,College of the Holy Cross
5895,2009,13,Paul,Tearson,16,4,1,N,College of the Holy Cross
5896,2016,30,Paul,Steingraber,18,1,0,N,Lehigh University
5897,2018,24,Paul,Rothrock,21,13,3,N,University of Notre Dame
5898,2018,31,Paul,Steingraber,19,1,0,N,Lehigh University
5899,2008,5,Paulo,Bonfim,19,3,3,N,Wofford College
5900,2009,5,Paulo,Bonfim,18,12,12,Y,Wofford College
5901,2007,17,Pavelid,Castaneda,20,20,20,Y,Duke University
5902,2008,17,Pavelid,Castaneda,20,20,20,Y,Duke University
5903,2009,7,Peppe,Carotenuto,17,15,12,Y,Colubmia University
5904,2010,7,Peppe,Carotenuto,17,9,3,N,Columbia University
5905,2006,11,Pete,Rowley,16,15,7,N,Syracuse University
5906,2006,21,Pete,Hill,16,16,8,Y,Syracuse University
5907,2007,15,Pete,Rowley,18,6,3,N,Syracuse University
5908,2007,9,Pete,Hill,18,18,18,Y,Syracuse University
5909,2008,8,Pete,Rowley,17,17,10,Y,Syracuse University
5910,2008,9,Pete,Hill,17,17,17,Y,Syracuse University
5911,2009,9,Pete,Hill,18,14,14,Y,Syracuse University
5912,2012,7,Peter,Behm,19,13,0,N,American University
5913,2007,4,Peter,Campbell,18,15,3,N,Army West Point
5914,2008,4,Peter,Campbell,17,17,17,Y,Army West Point
5915,2009,4,Peter,Campbell,16,12,12,Y,Army West Point
5916,2012,23,Peter,Lee,17,15,8,N,Army West Point
5917,2013,23,Peter,Lee,18,10,1,N,Army West Point
5918,2016,12,Peter,Meyer,19,19,1,N,Army West Point
5919,2017,13,Peter,Meyer,17,13,2,N,Army West Point
5920,2009,27,Peter,Mehlert,18,2,0,N,Boston University
5921,2010,27,Peter,Mehlert,17,13,1,N,Boston University
5922,2011,27,Peter,Mehlert,18,18,11,Y,Boston University
5923,2015,15,Peter,Brodeur,20,7,0,N,Boston University
5924,2017,15,Peter,Kargbo,19,18,18,Y,Boston University
5925,2014,0,Peter,Tappenden,18,1,0,N,Colgate University
5926,2015,0,Peter,Tappenden,19,1,1,N,Colgate University
5927,2016,0,Peter,Tappenden,22,2,2,N,Colgate University
5928,2017,1,Peter,Tappenden,24,14,14,Y,Colgate University
5929,2017,26,Peter,Prentice,24,1,0,N,Colgate University
5930,2009,11,Peter,Morice,17,10,7,N,Colubmia University
5931,2010,10,Peter,Morice,17,2,0,N,Columbia University
5932,2011,26,Peter,Chodas,16,16,16,Y,Cornell University
5933,2006,8,Peter,Grasso,17,16,2,N,Georgetown University
5934,2007,8,Peter,Grasso,19,7,2,N,Georgetown University
5935,2008,8,Peter,Grasso,19,19,19,Y,Georgetown University
5936,2015,13,Peter,Schropp,21,1,1,N,Georgetown University
5937,2016,3,Peter,Schropp,17,17,17,Y,Georgetown University
5938,2017,3,Peter,Schropp,20,18,18,Y,Georgetown University
5939,2006,6,Peter,Glenmullen,19,12,11,Y,Harvard University
5940,2006,18,Peter,Whooley,17,5,0,N,College of the Holy Cross
5941,2007,15,Peter,Siclari,18,3,1,N,College of the Holy Cross
5942,2008,17,Peter,Whooley,19,1,0,N,College of the Holy Cross
5943,2008,15,Peter,Siclari,19,4,0,N,College of the Holy Cross
5944,2009,6,Peter,Whooley,16,4,0,N,College of the Holy Cross
5945,2013,6,Peter,Ayers,20,15,7,N,College of the Holy Cross
5946,2014,6,Peter,Ayers,17,17,11,Y,College of the Holy Cross
5947,2010,19,Peter,Adubato,18,10,0,N,Lafayette College
5948,2011,19,Peter,Adubato,18,12,1,N,Lafayette College
5949,2012,19,Peter,Adubato,21,18,8,N,Lafayette College
5950,2013,19,Peter,Adubato,18,17,17,Y,Lafayette College
5951,2008,15,Peter,O'Neill,23,22,5,N,Northwestern University
5952,2009,15,Peter,O'Neill,20,20,4,N,Northwestern University
5953,2010,15,Peter,O'Neill,18,17,16,Y,Northwestern University
5954,2011,15,Peter,O'Neill,21,21,21,Y,Northwestern University
5955,2012,12,Peter,Horner,22,8,0,N,Northwestern University
5956,2012,25,Peter,Beasley,22,5,0,N,Northwestern University
5957,2013,12,Peter,Horner,17,7,0,N,Northwestern University
5958,2013,25,Peter,Beasley,17,10,1,N,Northwestern University
5959,2014,12,Peter,Horner,19,6,2,N,Northwestern University
5960,2014,25,Peter,Beasley,19,16,8,N,Northwestern University
5961,2010,16,Peter,Callahan,18,4,0,N,Princeton University
5962,2007,24,Peter,Christmas,21,10,0,N,College of William & Mary
5963,2008,16,Peter,Christmas,21,13,1,N,College of William & Mary
5964,2009,16,Peter,Christmas,19,7,0,N,College of William & Mary
5965,2010,16,Peter,Christmas,22,4,1,N,College of William & Mary
5966,2010,19,Peter,Jacobson,17,16,13,Y,Yale University
5967,2011,9,Peter,Jacobson,17,17,13,Y,Yale University
5968,2012,7,Peter,Ambiel,17,15,2,N,Yale University
5969,2012,9,Peter,Jacobson,17,17,14,Y,Yale University
5970,2013,9,Peter,Jacobson,17,17,16,Y,Yale University
5971,2014,7,Peter,Ambiel,17,13,3,N,Yale University
5972,2018,4,Peter,Kargbo,19,19,13,Y,Boston University
5973,2018,3,Peter,Schropp,21,20,19,Y,Georgetown University
5974,2016,14,Peter W.,Davis,19,1,0,N,Army West Point
5975,2017,14,Petter,Stangeland,18,16,1,N,Syracuse University
5976,2018,14,Petter,Stangeland,18,5,0,N,Syracuse University
5977,2006,9,Petur,Sigurdsson,19,18,17,Y,Boston University
5978,2007,10,Petur,Sigurdsson,20,11,4,N,Boston University
5979,2007,2,Petur,Vidarsson,19,12,4,N,Northeastern University
5980,2008,5,Petur,Vidarsson,21,20,19,Y,Northeastern University
5981,2017,9,Peyton,Smith,19,10,0,N,Wofford College
5982,2018,89,Peyton,Smith,17,6,3,N,Wofford College
5983,2008,12,Phil,Purdy,19,19,17,Y,American University
5984,2014,8,Phil,Sandgren,16,14,8,Y,Boston College
5985,2007,20,Phil,Bannister,23,23,23,Y,Loyola University Maryland
5986,2008,11,Phil,Bannister,21,19,19,Y,Loyola University Maryland
5987,2009,11,Phil,Bannister,22,18,18,Y,Loyola University Maryland
5988,2010,10,Phil,Bannister,18,9,9,Y,Loyola University Maryland
5989,2011,25,Phil,Boerger,16,16,16,Y,Syracuse University
5990,2006,14,Philip,Dillon,17,13,3,N,Villanova University
5991,2016,26,Phil,Breno,21,20,20,Y,College of William & Mary
5992,2017,26,Phil,Breno,21,21,21,Y,College of William & Mary
5993,2008,8,Phil,Beene,19,14,13,Y,Wofford College
5994,2006,12,Philip,Purdy,19,18,17,Y,American University
5995,2007,12,Philip,Purdy,18,16,14,Y,American University
5996,2013,16,Philip,Fleischman,17,14,10,Y,Harvard University
5997,2014,16,Philip,Fleischman,17,14,10,Y,Harvard University
5998,2015,16,Philip,Fleischman,17,15,2,N,Harvard University
5999,2016,6,Philip,Hausen,15,12,4,N,Harvard University
6000,2017,6,Philip,Hausen,16,14,14,Y,Harvard University
6001,2007,0,Philip,Nelson,20,16,15,Y,Lafayette College
6002,2008,0,Philip,Nelson,19,8,8,N,Lafayette College
6003,2009,0,Philip,Nelson,19,14,14,Y,Lafayette College
6004,2016,32,Philip,Ponder,16,6,3,N,SMU
6005,2017,3,Philip,Ponder,21,21,20,Y,SMU
6006,2008,0,Philip,Tuttle,21,7,5,N,University of Notre Dame
6007,2009,1,Philip,Tuttle,23,13,11,N,University of Notre Dame
6008,2010,1,Philip,Tuttle,20,13,13,Y,University of Notre Dame
6009,2012,24,Philip,Piper,17,16,11,Y,Yale University
6010,2013,25,Philip,Piper,17,16,15,Y,Yale University
6011,2014,5,Philip,Piper,17,17,17,Y,Yale University
6012,2015,5,Philip,Piper,17,17,17,Y,Yale University
6013,2018,6,Philip,Hausen,16,14,6,N,Harvard University
6014,2018,2,Philip,Quinton,21,7,5,N,University of Notre Dame
6015,2018,3,Philip,Ponder,18,9,9,Y,SMU
6016,2007,14,Philippe,Candido,18,9,2,N,College of the Holy Cross
6017,2008,14,Philippe,Candido,19,19,17,Y,College of the Holy Cross
6018,2009,10,Philippe,Candido,16,8,1,N,College of the Holy Cross
6019,2008,2,Philips,Leach,19,17,15,Y,Wofford College
6020,2009,2,Philips,Leach,18,18,18,Y,Wofford College
6021,2006,7,Phillip,Raby,19,16,0,N,Furman University
6022,2017,20,Phillip,Gustafson,17,17,14,Y,Naval Academy
6023,2018,20,Phillip,Gustafson,17,16,3,N,Naval Academy
6024,2011,5,Pierce,Verchick,19,13,0,N,Wofford College
6025,2012,5,Pierce,Verchick,21,1,0,N,Wofford College
6026,2013,5,Pierce,Verchick,19,6,0,N,Wofford College
6027,2014,5,Pierce,Verchick,18,16,1,N,Wofford College
6028,2018,14,Pierce,Pomykal,16,2,1,N,Columbia University
6029,2008,16,Piero,Bellizzi,23,22,21,Y,Northwestern University
6030,2009,16,Piero,Bellizzi,20,20,19,Y,Northwestern University
6031,2010,16,Piero,Bellizzi,18,17,12,Y,Northwestern University
6032,2007,25,Pierre,Griffith,18,3,0,N,Harvard University
6033,2008,25,Pierre,Griffith,18,2,0,N,Harvard University
6034,2016,2,Piroz,Bahar,18,15,9,Y,Naval Academy
6035,2017,2,Piroz,Bahar,17,9,1,N,Naval Academy
6036,2013,21,PJ,Koscher,21,1,0,N,Georgetown University
6037,2015,21,PJ,Koscher,21,5,1,N,Georgetown University
6038,2016,21,PJ,Koscher,17,17,7,N,Georgetown University
6039,2006,17,Preston,Whitlock,19,1,0,N,College of William & Mary
6040,2008,17,Preston,Whitlock,21,2,0,N,College of William & Mary
6041,2009,17,Preston,Whitlock,19,1,0,N,College of William & Mary
6042,2006,10,Price,Thomas,19,19,17,Y,College of William & Mary
6043,2007,10,Price,Thomas,21,21,20,Y,College of William & Mary
6044,2008,10,Price,Thomas,21,20,20,Y,College of William & Mary
6045,2009,10,Price,Thomas,19,19,19,Y,College of William & Mary
6046,2016,22,Promise,Adebayo-Ige,17,3,0,N,University of Pennsylvania
6047,2007,19,Pumi,Maqubela,18,15,12,Y,Dartmouth College
6048,2008,19,Pumi,Maqubela,19,19,19,Y,Dartmouth College
6049,2009,19,Pumi,Maqubela,18,17,17,Y,Dartmouth College
6050,2009,21,Quentin,Grigsby,17,17,14,Y,Colubmia University
6051,2010,21,Quentin,Grigsby,17,5,1,N,Columbia University
6052,2011,21,Quentin,Grigsby,17,17,16,Y,Columbia University
6053,2012,12,Quentin,Anson,21,9,1,N,Lafayette College
6054,2014,12,Quentin,Anson,18,14,10,Y,Lafayette College
6055,2015,18,Quentin,Anson,18,17,17,Y,Lafayette College
6056,2014,18,Quinn,English,17,17,5,N,Brown University
6057,2015,11,Quinn,English,17,17,3,N,Brown University
6058,2016,11,Quinn,English,17,15,10,Y,Brown University
6059,2017,11,Quinn,English,17,17,11,Y,Brown University
6060,2017,18,Quinn,Bredin,19,19,19,Y,Bucknell University
6061,2017,32,Quinn,Dudek,17,17,5,N,Davidson College
6062,2009,22,Quinn,Hunt,18,2,0,N,Wofford College
6063,2011,22,Quinn,Hunt,19,18,0,N,Wofford College
6064,2018,18,Quinn,Bredin,17,17,17,Y,Bucknell University
6065,2018,5,Quinn,Dudek,18,18,11,Y,Davidson College
6066,2015,2,Quinton,Duncan,22,1,0,N,SMU
6067,2015,26,R.J.,Place,18,1,0,N,College of the Holy Cross
6068,2016,26,R.J.,Place,18,17,11,Y,College of the Holy Cross
6069,2017,26,R.J.,Place,20,20,15,Y,College of the Holy Cross
6070,2018,26,R.J.,Place,17,17,8,N,College of the Holy Cross
6071,2017,16,Rafael,Salama,17,17,15,Y,Boston College
6072,2014,23,Ralph,Polson III,18,4,0,N,Wofford College
6073,2015,23,Ralph,Polson III,18,5,0,N,Wofford College
6074,2015,14,Randy,Falk,17,9,7,N,Villanova University
6075,2008,19,Randy,McLeod,19,17,16,Y,Wofford College
6076,2009,19,Randy,McLeod,18,17,17,Y,Wofford College
6077,2008,17,Raoul,Meister,17,17,15,Y,Syracuse University
6078,2015,16,Rafael,Salama,21,12,9,N,Boston College
6079,2016,16,Rafael,Salama,21,20,15,Y,Boston College
6080,2007,21,Rafael,Asenime,17,4,0,N,Naval Academy
6081,2015,25,Ray,Saari,22,1,1,N,SMU
6082,2018,24,RC,Williams,16,16,16,Y,University of Pennsylvania
6083,2018,17,Reece,Cooke,22,11,6,N,Air Force Academy
6084,2010,9,Reed,Losee,18,17,6,N,Northwestern University
6085,2011,9,Reed,Losee,21,21,10,N,Northwestern University
6086,2012,9,Reed,Losee,22,9,0,N,Northwestern University
6087,2016,21,Reeves,Trott,21,21,6,N,College of William & Mary
6088,2017,21,Reeves,Trott,21,21,19,Y,College of William & Mary
6089,2018,21,Reeves,Trott,18,18,8,N,College of William & Mary
6090,2012,5,Reid,Grayson,17,17,16,Y,Naval Academy
6091,2013,7,Reilly,Maw,19,18,2,N,College of William & Mary
6092,2014,7,Reilly,Maw,18,18,11,Y,College of William & Mary
6093,2015,7,Reilly,Maw,17,17,11,Y,College of William & Mary
6094,2016,7,Reilly,Maw,21,20,15,Y,College of William & Mary
6095,2015,4,Remi,Frost,17,17,17,Y,College of William & Mary
6096,2016,4,Remi,Frost,21,18,18,Y,College of William & Mary
6097,2017,4,Remi,Frost,21,20,20,Y,College of William & Mary
6098,2018,4,Remi,Frost,18,15,15,Y,College of William & Mary
6099,2016,9,Rex,Epps,19,19,19,Y,Army West Point
6100,2017,9,Rex,Epps,17,17,17,Y,Army West Point
6101,2012,19,Rex,Messing,19,12,3,N,Colgate University
6102,2013,19,Rex,Messing,20,5,0,N,Colgate University
6103,2010,18,Rex,Messing,17,2,0,N,Northeastern University
6104,2013,5,Ricardo,Gomez,17,14,9,Y,Dartmouth College
6105,2014,5,Ricardo,Gomez,19,6,3,N,Dartmouth College
6106,2015,5,Ricardo,Gomez,19,16,15,Y,Dartmouth College
6107,2016,5,Ricardo,Gomez,19,16,15,Y,Dartmouth College
6108,2010,22,Ricardo,McDonald,17,11,8,N,Northeastern University
6109,2011,11,Ricardo,McDonald,19,18,12,Y,Northeastern University
6110,2016,17,Ricardo,Acosta,21,17,11,Y,College of William & Mary
6111,2017,17,Ricardo,Acosta,21,7,1,N,College of William & Mary
6112,2018,17,Ricardo,Acosta,18,17,14,Y,College of William & Mary
6113,2006,9,Richard,Frank,17,16,8,N,Georgetown University
6114,2006,4,Richard,Diaz,17,4,4,N,Georgetown University
6115,2007,4,Richard,Diaz,19,5,1,N,Georgetown University
6116,2008,4,Richard,Diaz,19,7,0,N,Georgetown University
6117,2009,5,Richard,Smith,19,13,10,Y,Harvard University
6118,2010,5,Richard,Smith,17,16,16,Y,Harvard University
6119,2011,5,Richard,Smith,17,15,10,Y,Harvard University
6120,2012,5,Richard,Smith,17,17,17,Y,Harvard University
6121,2017,8,Richard,Wolf,17,14,13,Y,Princeton University
6122,2006,10,Richard,Asante,16,16,16,Y,Syracuse University
6123,2018,8,Richard,Wolf,18,12,9,Y,Princeton University
6124,2014,8,Richie,Robinson,20,20,17,Y,Boston University
6125,2015,8,Richie,Robinson,20,20,17,Y,Boston University
6126,2018,5,Richie,Bennett,20,19,18,Y,Northwestern University
6127,2018,11,Richie,Schlentz,17,16,13,Y,Villanova University
6128,2006,2,Richy,Dorman,19,18,7,N,Boston University
6129,2007,2,Richy,Dorman,20,20,18,Y,Boston University
6130,2008,2,Richy,Dorman,21,21,21,Y,Boston University
6131,2009,2,Richy,Dorman,18,18,18,Y,Boston University
6132,2011,1,Rick,Pflasterer,16,15,15,Y,Cornell University
6133,2013,0,Ricky,Brown,20,16,13,Y,Colgate University
6134,2014,1,Ricky,Brown,18,18,18,Y,Colgate University
6135,2015,1,Ricky,Brown,19,18,18,Y,Colgate University
6136,2016,1,Ricky,Brown,22,21,20,Y,Colgate University
6137,2006,7,Ricky,Schramm,17,17,17,Y,Georgetown University
6138,2006,23,Ricky,Taylor,19,2,0,N,Harvard University
6139,2018,24,Ridley,Eastland-Fruit,16,1,0,N,Columbia University
6140,2011,9,Riley,Wolfe,22,9,8,N,Duke University
6141,2012,9,Riley,Wolfe,18,18,18,Y,Duke University
6142,2016,13,Riley,Strassner,17,2,0,N,Georgetown University
6143,2017,13,Riley,Strassner,20,4,0,N,Georgetown University
6144,2014,6,Riley,Kelliher,19,13,4,N,Northwestern University
6145,2015,6,Riley,Kelliher,18,13,8,N,Northwestern University
6146,2016,6,Riley,Kelliher,18,16,12,Y,Northwestern University
6147,2017,6,Riley,Kelliher,19,18,18,Y,Northwestern University
6148,2014,23,Riley,Spain,18,18,18,Y,College of William & Mary
6149,2015,23,Riley,Spain,17,17,17,Y,College of William & Mary
6150,2016,23,Riley,Spain,21,20,20,Y,College of William & Mary
6151,2017,23,Riley,Spain,21,19,19,Y,College of William & Mary
6152,2018,17,Riley,Adams,17,9,6,N,Cornell University
6153,2018,13,Riley,Strassner,21,21,4,N,Georgetown University
6154,2018,2,Rio,Hope-Gund,21,16,4,N,Georgetown University
6155,2011,14,Rob,Medairos,3,3,3,Y,Brown University
6156,2008,28,Rob,Linehan,21,1,0,N,Colgate University
6157,2009,28,Rob,Linehan,17,5,0,N,Colgate University
6158,2010,24,Rob,Dolot,20,20,20,Y,Duke University
6159,2011,24,Rob,Dolot,22,22,19,Y,Duke University
6160,2012,24,Rob,Dolot,18,18,18,Y,Duke University
6161,2013,24,Rob,Dolot,19,16,16,Y,Duke University
6162,2006,19,Rob,Victor,19,19,7,N,Furman University
6163,2007,19,Rob,Victor,23,20,1,N,Furman University
6164,2008,19,Rob,Victor,20,19,4,N,Furman University
6165,2009,22,Robert,Burnett,19,18,18,Y,Georgetown University
6166,2010,22,Robert,Burnett,20,20,19,Y,Georgetown University
6167,2009,14,Rob,Bedson,19,18,18,Y,Lafayette College
6168,2010,14,Rob,Bedson,18,18,18,Y,Lafayette College
6169,2011,14,Rob,Bedson,18,8,0,N,Lafayette College
6170,2012,14,Rob,Bedson,21,14,11,Y,Lafayette College
6171,2009,13,Rob,Nowlan,18,3,0,N,Lehigh University
6172,2010,13,Rob,Nowlan,18,4,1,N,Lehigh University
6173,2006,24,Rob,Godwin,19,7,0,N,College of William & Mary
6174,2007,4,Rob,Godwin,21,2,0,N,College of William & Mary
6175,2013,10,Robbie,Schallmo,18,17,15,Y,Northeastern University
6176,2014,10,Robbie,Schallmo,20,1,0,N,Northeastern University
6177,2016,0,Robbie,White,18,2,1,N,Northwestern University
6178,2017,0,Robbie,White,19,10,10,Y,Northwestern University
6179,2007,16,Robbie,Morgenroth,17,12,6,N,Princeton University
6180,2010,2,Robbie,Hughes,17,12,12,Y,Syracuse University
6181,2011,2,Robbie,Hughes,16,2,1,N,Syracuse University
6182,2018,0,Robbie,White,20,1,0,N,Northwestern University
6183,2012,18,Robby,Gallegos,22,1,0,N,University of Notre Dame
6184,2013,18,Robby,Gallegos,24,20,18,Y,University of Notre Dame
6185,2014,18,Robby,Gallegos,21,11,7,N,University of Notre Dame
6186,2016,1,Robert,Moewes,17,17,17,Y,Duke University
6187,2006,23,Robert,Hunter,19,15,0,N,Furman University
6188,2007,22,Robert,Burnett,19,19,19,Y,Georgetown University
6189,2008,22,Robert,Burnett,19,19,19,Y,Georgetown University
6190,2007,13,Robert,Millock,18,17,15,Y,Harvard University
6191,2008,13,Robert,Millock,18,18,18,Y,Harvard University
6192,2009,2,Robert,Millock,19,18,18,Y,Harvard University
6193,2010,2,Robert,Millock,17,17,17,Y,Harvard University
6194,2006,9,Robert,Quinlan,20,20,20,Y,Lehigh University
6195,2007,9,Robert,Quinlan,17,14,3,N,Lehigh University
6196,2006,25,Robert,Smith,16,1,0,N,Syracuse University
6197,2006,1,Robert,Cavicchia,16,15,15,Y,Syracuse University
6198,2007,25,Robert,Smith,18,2,2,N,Syracuse University
